Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21533	-	1	-	22321	27293	0.000000	0.000000	0.000000
g21534	-	1	+	37447	52266	0.814623	0.355982	0.493604
g21535	-	1	-	58322	62557	28.689272	12.536933	17.383688
g21536	-	1	+	64466	84798	27.333712	11.944566	16.562315
g21537	-	1	+	88347	97184	139.686783	61.041767	84.640404
g21538	-	1	-	100215	109729	77.717590	33.961834	47.091415
g21539	-	1	+	109867	128510	31.354166	13.701465	18.998428
g21540	-	1	-	132854	139285	17.174479	7.505080	10.406530
g21543	-	1	+	156444	157268	0.334545	0.146193	0.202711
g21554	-	1	-	323002	331686	593.884521	259.521759	359.852417
g21555	-	1	-	332282	348965	51.848148	22.657135	31.416346
g21556	-	1	+	349160	352265	26.592592	11.620704	16.113247
g21557	-	1	+	353765	356968	43.566357	19.038074	26.398159
g21558	-	1	-	361628	375371	0.000000	0.000000	0.000000
g21559	-	1	+	396421	397020	1.431666	0.625624	0.867489
g21560	-	1	+	401783	403405	0.380160	0.166126	0.230350
adi2mcaRNA12716_R2	-	1	-	479697	491534	0.216346	0.094541	0.131091
g21574	-	1	+	560828	565350	0.045387	0.019834	0.027501
adi2mcaRNA36520_R6	-	1	+	578157	580311	0.000000	0.000000	0.000000
g21581	-	1	+	607804	608337	6.477528	2.830617	3.924928
g21583	-	1	+	622962	633865	56.495274	24.687883	34.232178
g21590	-	1	-	702479	702886	0.248529	0.108605	0.150591
g21591	-	1	-	702941	704323	0.000000	0.000000	0.000000
g21592	-	1	-	707506	709230	0.356522	0.155797	0.216027
g21595	-	1	-	743708	771725	26.198412	11.448451	15.874402
g21596	-	1	-	778826	781380	0.258270	0.112861	0.156494
g21601	-	1	-	820948	851855	0.099061	0.043289	0.060024
g21603	-	1	+	875739	924977	30.545710	13.348178	18.508560
adi2mcaRNA24085_R9	-	1	+	928080	933095	1.613610	0.705132	0.977735
g21605	-	1	+	934505	935482	0.381450	0.166690	0.231132
g21606	-	1	-	935674	936417	5.093193	2.225676	3.086118
g21607	-	1	-	938963	941032	8.925604	3.900402	5.408291
g21608	-	1	+	945184	946113	20.882795	9.125578	12.653511
g21609	-	1	-	952903	989352	24.197695	10.574158	14.662107
adi2mcaRNA13602_R4	-	1	-	1019983	1023744	0.276375	0.120773	0.167464
adi2mcaRNA24914_R2	-	1	+	1033570	1040048	0.000000	0.000000	0.000000
g21614	-	1	+	1045444	1046427	1.027439	0.448981	0.622556
adi2mcaRNA37268_R9	-	1	-	1093244	1096926	0.108223	0.047292	0.065576
g21619	-	1	-	1101300	1101608	4.313916	1.885139	2.613931
g21620	-	1	+	1121855	1134134	0.263196	0.115014	0.159478
g21621	-	1	+	1141502	1142461	8.828125	3.857805	5.349225
g21622	-	1	-	1166624	1169197	2.145946	0.937757	1.300293
g21628	-	1	-	1234405	1276748	17.184671	7.509534	10.412707
g21629	-	1	+	1296441	1298102	0.286402	0.125155	0.173540
g21630	-	1	-	1326918	1338740	27.032000	11.812721	16.379498
g21631	-	1	-	1347875	1349544	5.318847	2.324284	3.222849
g21632	-	1	+	1349810	1357710	11.950329	5.222178	7.241062
g21633	-	1	-	1361058	1381745	9.186876	4.014575	5.566603
g21634	-	1	+	1385571	1392430	19.077295	8.336593	11.559505
g21635	-	1	-	1396451	1417415	459.287964	200.704361	278.296326
g21636	-	1	+	1417568	1425363	45.327133	19.807516	27.465067
g21637	-	1	-	1427003	1427857	14.885380	6.504766	9.019497
g21638	-	1	-	1431855	1441370	3.641844	1.591450	2.206702
g21639	-	1	-	1442699	1443019	1.376947	0.601712	0.834333
g21640	-	1	-	1455017	1461600	62.969971	27.517265	38.155392
g21641	-	1	+	1461790	1482365	34.280037	14.980042	20.771299
g21642	-	1	-	1485768	1490221	55.554501	24.276775	33.662136
g21643	-	1	+	1498213	1500580	81.806160	35.748497	49.568802
g21644	-	1	-	1501925	1515543	28.572889	12.486074	17.313169
g21645	-	1	+	1515644	1593061	31.356348	13.702419	18.999750
g21648	-	1	-	1600981	1603957	134.028015	58.568939	81.211586
g21649	-	1	+	1604161	1611958	548.424500	239.656174	332.306824
g21650	-	1	-	1624523	1637721	100.340858	43.847980	60.799530
g21651	-	1	-	1639760	1648770	16.481876	7.202419	9.986862
g21652	-	1	+	1664341	1667185	80.565292	35.206249	48.816925
g21653	-	1	+	1671954	1700430	19.056974	8.327712	11.547191
g21654	-	1	+	1701166	1707078	0.000000	0.000000	0.000000
g21655	-	1	-	1709460	1721830	7.334842	3.205255	4.444400
g21656	-	1	+	1721906	1725879	73.093925	31.941334	44.289799
g21657	-	1	-	1726722	1735015	186.067230	81.309563	112.743706
g21658	-	1	+	1737732	1742672	252.926941	110.526611	153.256012
g21659	-	1	-	1749946	1765665	18.454708	8.064528	11.182260
g21660	-	1	+	1765998	1773941	35.376083	15.459004	21.435429
g21661	-	1	-	1775583	1779292	1114.149170	486.872375	675.096313
g21662	-	1	+	1779355	1781634	424.750916	185.612015	257.369293
g21663	-	1	+	1788594	1809349	12.259259	5.357177	7.428252
g21664	-	1	+	1817015	1818862	22.361872	9.771920	13.549727
g21665	-	1	+	1821776	1822537	22.763779	9.947550	13.793255
g21666	-	1	-	1823732	1824430	52.500717	22.942303	31.811756
g21667	-	1	+	1824608	1835679	123.860893	54.126007	75.051025
adi2mcaRNA15974_R0	-	1	-	1838697	1847254	51.934086	22.694691	31.468416
g21669	-	1	+	1847388	1850319	11.954068	5.223812	7.243328
g21670	-	1	-	1851564	1852055	0.819106	0.357941	0.496321
g21671	-	1	+	1856734	1862442	2.432161	1.062831	1.473719
g21672	-	1	+	1869053	1873028	15.889529	6.943570	9.627941
g21673	-	1	-	1874738	1876989	65.925644	28.808865	39.946320
g21674	-	1	+	1877095	1882171	19.975309	8.729015	12.103639
g21675	-	1	-	1883336	1889435	14.046117	6.138016	8.510962
adi2mcaRNA15965_R0	-	1	+	1892664	1901226	33.988461	14.852627	20.594625
g21677	-	1	-	1902335	1909826	51.063053	22.314058	30.940632
adi2mcaRNA15962_R0	-	1	+	1932948	1937713	16.601364	7.254635	10.059263
g21681	-	1	-	1938653	1940964	532.618469	232.749100	322.729462
g21682	-	1	-	1944937	1947079	2.243590	0.980427	1.359458
g21683	-	1	+	1953301	1968254	45.012062	19.669834	27.274157
g21684	-	1	+	1970772	1974318	6.906832	3.018219	4.185056
g21685	-	1	+	1984567	2003518	19.158333	8.372005	11.608607
g21686	-	1	+	2007243	2036975	59.908260	26.179327	36.300209
g21687	-	1	+	2041709	2042566	19.888111	8.690911	12.050802
g21689	-	1	-	2059983	2060780	10.469925	4.575255	6.344041
g21690	-	1	+	2064873	2065865	31.321386	13.687141	18.978565
g21691	-	1	-	2071531	2083593	37.644928	16.450466	22.810188
g21692	-	1	+	2084265	2098448	43.779373	19.131161	26.527231
g21693	-	1	+	2103413	2104172	191.744247	83.790367	116.183571
adi2mcaRNA15941_R0	-	1	+	2136468	2169370	19.237160	8.406451	11.656371
g21696	-	1	-	2175815	2178349	65.170021	28.478666	39.488464
g21697	-	1	-	2183490	2184443	68.233749	29.817484	41.344872
g21698	-	1	-	2192681	2201442	7.050725	3.081098	4.272245
g21699	-	1	-	2206921	2207271	63.974358	27.956173	38.763977
g21700	-	1	-	2209757	2223543	81.815323	35.752499	49.574352
g21701	-	1	-	2230513	2232206	111.536400	48.740322	67.583244
g21702	-	1	+	2232380	2254937	37.126492	16.223915	22.496054
