Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21533	-	1	-	22321	27293	0.186612	0.071669	0.105872
g21534	-	1	+	37447	52266	0.000000	0.000000	0.000000
g21535	-	1	-	58322	62557	33.992916	13.055175	19.285376
g21536	-	1	+	64466	84798	38.017365	14.600787	21.568586
g21537	-	1	+	88347	97184	79.301491	30.456194	44.990520
g21538	-	1	-	100215	109729	91.770958	35.245163	52.064888
g21539	-	1	+	109867	128510	38.661816	14.848292	21.934206
g21540	-	1	-	132854	139285	23.866816	9.166188	13.540483
g21543	-	1	+	156444	157268	0.998788	0.383590	0.566648
g21546	-	1	+	183017	185772	0.000000	0.000000	0.000000
g21547	-	1	+	186182	186520	0.000000	0.000000	0.000000
adi2mcaRNA35138_R7	-	1	-	305973	306875	0.000000	0.000000	0.000000
g21553	-	1	-	307772	308143	0.142473	0.054718	0.080830
g21554	-	1	-	323002	331686	460.516174	176.863876	261.266998
g21555	-	1	-	332282	348965	52.257870	20.069935	29.647724
g21556	-	1	+	349160	352265	35.498318	13.633332	20.139442
g21557	-	1	+	353765	356968	28.929018	11.110355	16.412449
g21558	-	1	-	361628	375371	0.000000	0.000000	0.000000
g21559	-	1	+	396421	397020	3.720282	1.428796	2.110647
g21560	-	1	+	401783	403405	0.675293	0.259350	0.383117
adi2mcaRNA12716_R2	-	1	-	479697	491534	0.462740	0.177718	0.262529
g21574	-	1	+	560828	565350	0.018450	0.007086	0.010467
g21581	-	1	+	607804	608337	11.528090	4.427429	6.540290
g21583	-	1	+	622962	633865	97.048378	37.271988	55.058952
adi2mcaRNA40589_R3	-	1	-	683868	685398	0.000000	0.000000	0.000000
g21590	-	1	-	702479	702886	0.460784	0.176967	0.261419
g21591	-	1	-	702941	704323	0.000000	0.000000	0.000000
g21592	-	1	-	707506	709230	0.310725	0.119336	0.176285
g21595	-	1	-	743708	771725	35.065121	13.466960	19.893675
g21596	-	1	-	778826	781380	0.271628	0.104320	0.154104
g21600	-	1	-	789380	790334	0.000000	0.000000	0.000000
g21601	-	1	-	820948	851855	0.056126	0.021556	0.031842
g21603	-	1	+	875739	924977	35.877319	13.778891	20.354464
adi2mcaRNA24085_R9	-	1	+	928080	933095	3.367523	1.293317	1.910514
g21605	-	1	+	934505	935482	0.823168	0.316142	0.467012
g21606	-	1	-	935674	936417	5.089947	1.954823	2.887706
g21607	-	1	-	938963	941032	11.711111	4.497719	6.644125
g21608	-	1	+	945184	946113	31.193548	11.980062	17.697195
g21609	-	1	-	952903	989352	50.194351	19.277428	28.477018
adi2mcaRNA13602_R4	-	1	-	1019983	1023744	0.749407	0.287814	0.425165
adi2mcaRNA24914_R2	-	1	+	1033570	1040048	0.000000	0.000000	0.000000
g21614	-	1	+	1045444	1046427	0.152439	0.058545	0.086484
adi2mcaRNA37268_R9	-	1	-	1093244	1096926	0.237775	0.091319	0.134898
g21619	-	1	-	1101300	1101608	1.699029	0.652522	0.963919
g21620	-	1	+	1121855	1134134	1.175899	0.451611	0.667129
g21621	-	1	+	1141502	1142461	8.843750	3.396493	5.017370
g21622	-	1	-	1166624	1169197	2.502703	0.961177	1.419871
g21623	-	1	-	1169258	1175136	0.420988	0.161683	0.238841
g21628	-	1	-	1234405	1276748	35.237926	13.533327	19.991714
g21629	-	1	+	1296441	1298102	0.361011	0.138648	0.204814
g21630	-	1	-	1326918	1338740	18.420973	7.074681	10.450865
g21631	-	1	-	1347875	1349544	7.428885	2.853106	4.214667
g21632	-	1	+	1349810	1357710	10.777666	4.139225	6.114549
g21633	-	1	-	1361058	1381745	8.925339	3.427828	5.063658
g21634	-	1	+	1385571	1392430	28.491144	10.942187	16.164026
g21635	-	1	-	1396451	1417415	634.399048	243.644592	359.916870
g21636	-	1	+	1417568	1425363	58.309917	22.394258	33.081264
g21637	-	1	-	1427003	1427857	13.221052	5.077621	7.500767
g21638	-	1	-	1431855	1441370	6.113475	2.347915	3.468389
g21639	-	1	-	1442699	1443019	0.043614	0.016750	0.024744
g21640	-	1	-	1455017	1461600	84.105103	32.301048	47.715778
g21641	-	1	+	1461790	1482365	47.705425	18.321543	27.064962
g21642	-	1	-	1485768	1490221	88.799767	34.104061	50.379227
g21643	-	1	+	1498213	1500580	70.000000	26.883902	39.713459
g21644	-	1	-	1501925	1515543	27.772888	10.666338	15.756535
g21645	-	1	+	1515644	1593061	38.193192	14.668315	21.668339
g21648	-	1	-	1600981	1603957	170.320755	65.412666	96.628944
g21649	-	1	+	1604161	1611958	610.509949	234.469864	346.363739
g21650	-	1	-	1624523	1637721	110.843193	42.569965	62.885235
g21651	-	1	-	1639760	1648770	26.551781	10.197364	15.063758
g21652	-	1	+	1664341	1667185	91.437286	35.117016	51.875584
g21653	-	1	+	1671954	1700430	23.760082	9.125196	13.479929
g21654	-	1	+	1701166	1707078	1.469274	0.564283	0.833571
g21655	-	1	-	1709460	1721830	14.284314	5.485973	8.103993
g21656	-	1	+	1721906	1725879	60.442471	23.213278	34.291138
g21657	-	1	-	1726722	1735015	157.424942	60.459953	89.312698
g21658	-	1	+	1737732	1742672	342.358765	131.484848	194.232147
g21659	-	1	-	1749946	1765665	40.826084	15.679493	23.162071
g21660	-	1	+	1765998	1773941	31.367622	12.046916	17.795954
g21661	-	1	-	1775583	1779292	747.572571	287.109528	424.124176
g21662	-	1	+	1779355	1781634	439.524658	168.801971	249.357788
g21663	-	1	+	1788594	1809349	13.454363	5.167225	7.633133
g21664	-	1	+	1817015	1818862	17.070776	6.556129	9.684851
g21665	-	1	+	1821776	1822537	25.293962	9.714292	14.350153
g21666	-	1	-	1823732	1824430	54.021458	20.747250	30.648270
g21667	-	1	+	1824608	1835679	98.291359	37.749363	55.764141
adi2mcaRNA15974_R0	-	1	-	1838697	1847254	48.456524	18.610006	27.491089
g21669	-	1	+	1847388	1850319	14.682415	5.638866	8.329850
g21670	-	1	-	1851564	1852055	0.258130	0.099136	0.146446
g21671	-	1	+	1856734	1862442	0.000000	0.000000	0.000000
g21672	-	1	+	1869053	1873028	20.419312	7.842154	11.584593
g21673	-	1	-	1874738	1876989	48.282051	18.542999	27.392103
g21674	-	1	+	1877095	1882171	16.947531	6.508797	9.614929
g21675	-	1	-	1883336	1889435	13.713593	5.266784	7.780203
adi2mcaRNA15965_R0	-	1	+	1892664	1901226	25.234615	9.691500	14.316484
g21677	-	1	-	1902335	1909826	51.768806	19.882107	29.370264
g21678	-	1	-	1924608	1926509	0.429022	0.164768	0.243399
adi2mcaRNA15962_R0	-	1	+	1932948	1937713	18.756336	7.203478	10.641129
g21681	-	1	-	1938653	1940964	424.201263	162.916931	240.664261
g21682	-	1	-	1944937	1947079	0.358975	0.137866	0.203659
g21683	-	1	+	1953301	1968254	48.286983	18.544893	27.394901
g21684	-	1	+	1970772	1974318	10.455486	4.015490	5.931765
g21685	-	1	+	1984567	2003518	25.385633	9.749498	14.402162
g21686	-	1	+	2007243	2036975	65.866669	25.296473	37.368473
g21687	-	1	+	2041709	2042566	28.688810	11.018103	16.276169
g21688	-	1	+	2049578	2050600	0.000000	0.000000	0.000000
g21689	-	1	-	2059983	2060780	13.456141	5.167908	7.634141
g21690	-	1	+	2064873	2065865	26.332138	10.113008	14.939147
g21691	-	1	-	2071531	2083593	35.848743	13.767917	20.338251
g21692	-	1	+	2084265	2098448	60.995235	23.425571	34.604740
g21693	-	1	+	2103413	2104172	194.643677	74.754021	110.428200
adi2mcaRNA15941_R0	-	1	+	2136468	2169370	23.317434	8.955194	13.228799
g21696	-	1	-	2175815	2178349	83.781853	32.176903	47.532391
g21697	-	1	-	2183490	2184443	67.838577	26.053795	38.487206
g21698	-	1	-	2192681	2201442	12.763768	4.901999	7.241334
g21699	-	1	-	2206921	2207271	76.757835	29.479288	43.547413
g21700	-	1	-	2209757	2223543	115.263580	44.267639	65.393082
g21701	-	1	-	2230513	2232206	103.977005	39.932964	58.989807
g21702	-	1	+	2232380	2254937	42.596912	16.359589	24.166725
g21703	-	1	-	2256857	2267938	29.282631	11.246162	16.613064
g21704	-	1	+	2277230	2304315	18.475664	7.095685	10.481894
