Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21534	-	1	+	37447	52266	0.302821	0.243399	0.379037
g21535	-	1	-	58322	62557	131.383270	105.602142	164.450516
g21536	-	1	+	64466	84798	108.000000	86.807335	135.182007
g21537	-	1	+	88347	97184	11.982515	9.631206	14.998338
g21538	-	1	-	100215	109729	23.427402	18.830280	29.323734
g21539	-	1	+	109867	128510	71.330513	57.333439	89.283356
g21540	-	1	-	132854	139285	58.376488	46.921360	73.068993
g21543	-	1	+	156444	157268	0.442424	0.355608	0.553776
adi2mcaRNA35138_R7	-	1	-	305973	306875	0.090625	0.072842	0.113434
g21554	-	1	-	323002	331686	4.513227	3.627603	5.649140
g21555	-	1	-	332282	348965	4.335185	3.484499	5.426287
g21556	-	1	+	349160	352265	23.517887	18.903009	29.436995
g21557	-	1	+	353765	356968	19.185184	15.420506	24.013813
g21558	-	1	-	361628	375371	3.381862	2.718245	4.233027
g21559	-	1	+	396421	397020	0.208333	0.167452	0.260767
g21562	-	1	+	420478	420918	0.068027	0.054678	0.085148
g21565	-	1	-	440659	443082	0.252408	0.202878	0.315935
adi2mcaRNA12716_R2	-	1	-	479697	491534	0.898638	0.722300	1.124812
g21573	-	1	-	524298	537113	0.764706	0.614649	0.957171
g21581	-	1	+	607804	608337	1.050562	0.844412	1.314973
g21583	-	1	+	622962	633865	0.000000	0.000000	0.000000
g21590	-	1	-	702479	702886	0.146569	0.117808	0.183458
g21591	-	1	-	702941	704323	0.000000	0.000000	0.000000
g21592	-	1	-	707506	709230	0.025507	0.020502	0.031927
g21595	-	1	-	743708	771725	20.584452	16.545198	25.765255
g21603	-	1	+	875739	924977	6.313932	5.074959	7.903056
adi2mcaRNA24085_R9	-	1	+	928080	933095	0.100977	0.081162	0.126391
g21605	-	1	+	934505	935482	0.274029	0.220257	0.342998
g21606	-	1	-	935674	936417	4.671947	3.755178	5.847807
g21609	-	1	-	952903	989352	6.736860	5.414896	8.432428
adi2mcaRNA13602_R4	-	1	-	1019983	1023744	0.349435	0.280866	0.437383
g21614	-	1	+	1045444	1046427	0.128049	0.102922	0.160277
g21615	-	1	+	1064077	1065057	0.442406	0.355593	0.553753
g21620	-	1	+	1121855	1134134	0.285371	0.229373	0.357195
g21621	-	1	+	1141502	1142461	0.279167	0.224387	0.349429
g21623	-	1	-	1169258	1175136	0.882716	0.709502	1.104883
g21628	-	1	-	1234405	1276748	7.882972	6.336109	9.867001
g21629	-	1	+	1296441	1298102	0.277377	0.222948	0.347189
g21630	-	1	-	1326918	1338740	14.089844	11.325016	17.636051
g21631	-	1	-	1347875	1349544	5.202660	4.181750	6.512093
g21632	-	1	+	1349810	1357710	2.101313	1.688976	2.630183
g21633	-	1	-	1361058	1381745	16.360239	13.149896	20.477871
g21634	-	1	+	1385571	1392430	9.692431	7.790501	12.131873
g21635	-	1	-	1396451	1417415	106.482391	85.587524	133.282440
g21636	-	1	+	1417568	1425363	20.296375	16.313648	25.404675
g21637	-	1	-	1427003	1427857	4.097076	3.293113	5.128250
g21638	-	1	-	1431855	1441370	3.686170	2.962839	4.613925
g21640	-	1	-	1455017	1461600	5.989490	4.814182	7.496956
g21641	-	1	+	1461790	1482365	7.449613	5.987787	9.324571
g21642	-	1	-	1485768	1490221	34.657188	27.856464	43.379894
g21643	-	1	+	1498213	1500580	57.699276	46.377037	72.221336
g21644	-	1	-	1501925	1515543	8.492888	6.826343	10.630423
g21645	-	1	+	1515644	1593061	3.752970	3.016531	4.697537
g21648	-	1	-	1600981	1603957	60.527737	48.650475	75.761681
g21649	-	1	+	1604161	1611958	218.017090	175.235947	272.888794
g21650	-	1	-	1624523	1637721	132.542969	106.534271	165.902084
g21651	-	1	-	1639760	1648770	11.673786	9.383058	14.611906
g21652	-	1	+	1664341	1667185	14.146049	11.370193	17.706402
g21653	-	1	+	1671954	1700430	28.617931	23.002279	35.820644
g21655	-	1	-	1709460	1721830	1.863499	1.497828	2.332514
g21656	-	1	+	1721906	1725879	102.779007	82.610840	128.646973
g21657	-	1	-	1726722	1735015	69.875916	56.164276	87.462654
g21658	-	1	+	1737732	1742672	469.132629	377.075470	587.206421
g21659	-	1	-	1749946	1765665	9.232903	7.421144	11.556689
g21660	-	1	+	1765998	1773941	2.592317	2.083631	3.244765
g21661	-	1	-	1775583	1779292	494.748657	397.664917	619.269653
g21662	-	1	+	1779355	1781634	1272.273804	1022.617554	1592.486450
g21663	-	1	+	1788594	1809349	1.616795	1.299534	2.023719
g21665	-	1	+	1821776	1822537	78.358276	62.982155	98.079910
g21666	-	1	-	1823732	1824430	12.602289	10.129362	15.774100
g21667	-	1	+	1824608	1835679	14.232295	11.439514	17.814354
adi2mcaRNA15974_R0	-	1	-	1838697	1847254	15.481168	12.443323	19.377550
g21669	-	1	+	1847388	1850319	1.625984	1.306920	2.035220
g21670	-	1	-	1851564	1852055	0.292683	0.235250	0.366347
