Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21533	-	1	-	22321	27293	0.103044	0.054419	0.081993
g21534	-	1	+	37447	52266	0.593264	0.313309	0.472064
g21535	-	1	-	58322	62557	23.519567	12.420942	18.714682
g21536	-	1	+	64466	84798	29.707819	15.689026	23.638714
g21537	-	1	+	88347	97184	52.943825	27.960217	42.127766
g21538	-	1	-	100215	109729	54.594070	28.831728	43.440876
g21539	-	1	+	109867	128510	29.129047	15.383371	23.178183
g21540	-	1	-	132854	139285	14.776414	7.803587	11.757694
g21543	-	1	+	156444	157268	0.183636	0.096980	0.146120
g21546	-	1	+	183017	185772	0.094612	0.049966	0.075283
g21547	-	1	+	186182	186520	0.014749	0.007789	0.011736
adi2mcaRNA35138_R7	-	1	-	305973	306875	0.000000	0.000000	0.000000
g21554	-	1	-	323002	331686	401.436768	212.003174	319.425995
g21555	-	1	-	332282	348965	39.944981	21.095385	31.784494
g21556	-	1	+	349160	352265	16.503370	8.715611	13.131845
g21557	-	1	+	353765	356968	13.737656	7.255007	10.931148
g21559	-	1	+	396421	397020	0.713333	0.376719	0.567604
g21560	-	1	+	401783	403405	0.518792	0.273980	0.412806
g21562	-	1	+	420478	420918	0.038095	0.020118	0.030312
adi2mcaRNA12716_R2	-	1	-	479697	491534	0.789263	0.416818	0.628022
g21573	-	1	-	524298	537113	0.000000	0.000000	0.000000
g21574	-	1	+	560828	565350	0.000000	0.000000	0.000000
g21581	-	1	+	607804	608337	9.308989	4.916179	7.407227
g21583	-	1	+	622962	633865	61.076832	32.255348	48.599255
g21588	-	1	-	666567	668312	0.171821	0.090741	0.136719
g21590	-	1	-	702479	702886	0.147059	0.077663	0.117016
g21592	-	1	-	707506	709230	0.293913	0.155219	0.233869
g21595	-	1	-	743708	771725	26.354500	13.918101	20.970457
g21596	-	1	-	778826	781380	0.578244	0.305377	0.460113
g21601	-	1	-	820948	851855	0.015094	0.007971	0.012010
g21603	-	1	+	875739	924977	24.022783	12.686697	19.115093
adi2mcaRNA24085_R9	-	1	+	928080	933095	2.139335	1.129806	1.702284
g21605	-	1	+	934505	935482	0.347852	0.183704	0.276788
g21606	-	1	-	935674	936417	3.119915	1.647661	2.482538
g21607	-	1	-	938963	941032	8.983091	4.744070	7.147907
g21608	-	1	+	945184	946113	21.076344	11.130649	16.770592
g21609	-	1	-	952903	989352	34.163261	18.041994	27.183941
adi2mcaRNA13602_R4	-	1	-	1019983	1023744	0.530038	0.279919	0.421755
g21614	-	1	+	1045444	1046427	0.102642	0.054206	0.081673
adi2mcaRNA37268_R9	-	1	-	1093244	1096926	0.158529	0.083721	0.126143
g21619	-	1	-	1101300	1101608	0.378641	0.199964	0.301287
g21620	-	1	+	1121855	1134134	0.519521	0.274365	0.413386
g21621	-	1	+	1141502	1142461	7.436458	3.927275	5.917241
g21622	-	1	-	1166624	1169197	2.971171	1.569108	2.364181
g21623	-	1	-	1169258	1175136	0.553086	0.292091	0.440094
g21628	-	1	-	1234405	1276748	26.279909	13.878710	20.911104
g21629	-	1	+	1296441	1298102	1.403129	0.741008	1.116479
g21630	-	1	-	1326918	1338740	16.497129	8.712316	13.126879
g21631	-	1	-	1347875	1349544	3.932563	2.076830	3.129167
g21632	-	1	+	1349810	1357710	8.119572	4.288035	6.460799
g21633	-	1	-	1361058	1381745	4.357615	2.301305	3.467384
g21634	-	1	+	1385571	1392430	17.769726	9.384388	14.139493
g21635	-	1	-	1396451	1417415	435.381470	229.929749	346.436035
g21636	-	1	+	1417568	1425363	38.993801	20.593056	31.027634
g21637	-	1	-	1427003	1427857	7.973099	4.210681	6.344250
g21638	-	1	-	1431855	1441370	5.565603	2.939256	4.428588
g21639	-	1	-	1442699	1443019	0.000000	0.000000	0.000000
g21640	-	1	-	1455017	1461600	62.523273	33.019230	49.750198
g21641	-	1	+	1461790	1482365	41.760651	22.054258	33.229237
g21642	-	1	-	1485768	1490221	56.571484	29.876022	45.014317
g21643	-	1	+	1498213	1500580	36.682972	19.372683	29.188892
g21644	-	1	-	1501925	1515543	17.402222	9.190306	13.847068
g21645	-	1	+	1515644	1593061	28.624228	15.116770	22.776495
g21648	-	1	-	1600981	1603957	114.101257	60.258129	90.791153
g21649	-	1	+	1604161	1611958	469.430206	247.911255	373.528839
g21650	-	1	-	1624523	1637721	78.336021	41.370117	62.332512
g21651	-	1	-	1639760	1648770	20.414562	10.781155	16.244007
g21652	-	1	+	1664341	1667185	57.143471	30.178097	45.469452
g21653	-	1	+	1671954	1700430	13.231613	6.987761	10.528485
g21654	-	1	+	1701166	1707078	1.763501	0.931324	1.403230
g21655	-	1	-	1709460	1721830	8.447209	4.461064	6.721502
g21656	-	1	+	1721906	1725879	38.053894	20.096680	30.279747
g21657	-	1	-	1726722	1735015	93.070633	49.151627	74.056938
g21658	-	1	+	1737732	1742672	254.537064	134.423828	202.536880
g21659	-	1	-	1749946	1765665	30.658073	16.190866	24.394840
g21660	-	1	+	1765998	1773941	23.752169	12.543782	18.899763
g21661	-	1	-	1775583	1779292	564.381714	298.056213	449.082397
g21662	-	1	+	1779355	1781634	328.107086	173.276978	261.077057
g21663	-	1	+	1788594	1809349	10.830950	5.719944	8.618261
g21664	-	1	+	1817015	1818862	11.817351	6.240873	9.403148
g21665	-	1	+	1821776	1822537	15.543307	8.208591	12.367916
