Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21534	-	1	+	37447	52266	0.513529	0.298577	0.450093
g21535	-	1	-	58322	62557	140.943314	81.947495	123.532516
g21536	-	1	+	64466	84798	115.494644	67.151085	101.227539
g21537	-	1	+	88347	97184	5.038691	2.929604	4.416259
g21538	-	1	-	100215	109729	24.671780	14.344707	21.624063
g21539	-	1	+	109867	128510	86.165154	50.098286	75.521126
g21540	-	1	-	132854	139285	37.259300	21.663364	32.656639
adi2mcaRNA35138_R7	-	1	-	305973	306875	0.349219	0.203043	0.306080
g21554	-	1	-	323002	331686	1.537037	0.893667	1.347166
g21555	-	1	-	332282	348965	7.614815	4.427419	6.674153
g21556	-	1	+	349160	352265	28.833334	16.764324	25.271538
g21557	-	1	+	353765	356968	23.367285	13.586246	20.480711
g21558	-	1	-	361628	375371	7.100239	4.128232	6.223143
g21560	-	1	+	401783	403405	0.306839	0.178403	0.268935
g21564	-	1	+	435136	440238	0.000000	0.000000	0.000000
adi2mcaRNA12716_R2	-	1	-	479697	491534	1.764623	1.025990	1.546638
g21573	-	1	-	524298	537113	0.920392	0.535136	0.806696
g21581	-	1	+	607804	608337	4.220974	2.454166	3.699555
g21588	-	1	-	666567	668312	0.504009	0.293042	0.441749
g21590	-	1	-	702479	702886	0.204902	0.119134	0.179590
g21592	-	1	-	707506	709230	0.107826	0.062692	0.094506
g21595	-	1	-	743708	771725	26.518112	15.418204	23.242317
g21596	-	1	-	778826	781380	0.335878	0.195287	0.294387
g21603	-	1	+	875739	924977	10.539887	6.128119	9.237889
adi2mcaRNA24085_R9	-	1	+	928080	933095	0.085195	0.049534	0.074671
g21605	-	1	+	934505	935482	0.846767	0.492329	0.742165
g21606	-	1	-	935674	936417	3.604547	2.095762	3.159276
g21609	-	1	-	952903	989352	11.810783	6.867045	10.351791
adi2mcaRNA13602_R4	-	1	-	1019983	1023744	0.142496	0.082850	0.124893
g21614	-	1	+	1045444	1046427	0.304878	0.177263	0.267216
adi2mcaRNA37268_R9	-	1	-	1093244	1096926	0.000000	0.000000	0.000000
g21620	-	1	+	1121855	1134134	0.295794	0.171981	0.259254
g21622	-	1	-	1166624	1169197	0.000000	0.000000	0.000000
