Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21533	-	1	-	22321	27293	0.046526	0.021323	0.036232
g21534	-	1	+	37447	52266	1.069660	0.490225	0.833005
g21535	-	1	-	58322	62557	32.110325	14.716151	25.006140
g21536	-	1	+	64466	84798	180.696808	82.813286	140.718903
g21537	-	1	+	88347	97184	0.950893	0.435794	0.740515
g21538	-	1	-	100215	109729	25.881392	11.861433	20.155315
g21539	-	1	+	109867	128510	152.236420	69.769905	118.555176
g21540	-	1	-	132854	139285	25.497768	11.685618	19.856565
g21554	-	1	-	323002	331686	0.357143	0.163679	0.278128
g21555	-	1	-	332282	348965	9.970370	4.569417	7.764496
g21556	-	1	+	349160	352265	35.481480	16.261150	27.631453
g21557	-	1	+	353765	356968	25.807098	11.827384	20.097460
g21558	-	1	-	361628	375371	15.037391	6.891631	11.710474
g21559	-	1	+	396421	397020	0.373333	0.171098	0.290736
g21562	-	1	+	420478	420918	0.222222	0.101844	0.173057
g21564	-	1	+	435136	440238	0.000000	0.000000	0.000000
g21565	-	1	-	440659	443082	0.000000	0.000000	0.000000
adi2mcaRNA12716_R2	-	1	-	479697	491534	0.838141	0.384120	0.652708
g21573	-	1	-	524298	537113	5.347843	2.450915	4.164670
adi2mcaRNA36520_R6	-	1	+	578157	580311	0.000000	0.000000	0.000000
g21581	-	1	+	607804	608337	2.106742	0.965519	1.640640
g21584	-	1	-	638269	638736	1.111111	0.509222	0.865286
g21588	-	1	-	666567	668312	0.461627	0.211564	0.359495
g21595	-	1	-	743708	771725	85.747864	39.298218	66.776749
g21596	-	1	-	778826	781380	0.000000	0.000000	0.000000
g21603	-	1	+	875739	924977	18.491375	8.474591	14.400288
adi2mcaRNA24085_R9	-	1	+	928080	933095	0.032430	0.014863	0.025255
g21605	-	1	+	934505	935482	0.346626	0.158859	0.269937
g21606	-	1	-	935674	936417	2.148247	0.984541	1.672962
g21609	-	1	-	952903	989352	60.668194	27.804214	47.245781
adi2mcaRNA13602_R4	-	1	-	1019983	1023744	0.008343	0.003824	0.006497
g21623	-	1	-	1169258	1175136	0.530864	0.243295	0.413414
g21625	-	1	-	1182106	1183374	0.442080	0.202605	0.344273
g21628	-	1	-	1234405	1276748	68.905266	31.579260	53.660458
g21629	-	1	+	1296441	1298102	0.758724	0.347723	0.590862
g21630	-	1	-	1326918	1338740	55.997143	25.663471	43.608170
g21631	-	1	-	1347875	1349544	11.272454	5.166162	8.778502
g21632	-	1	+	1349810	1357710	1.477310	0.677051	1.150465
g21633	-	1	-	1361058	1381745	42.685661	19.562824	33.241756
g21634	-	1	+	1385571	1392430	9.990338	4.578569	7.780046
g21635	-	1	-	1396451	1417415	158.280121	72.539726	123.261765
g21636	-	1	+	1417568	1425363	52.449036	24.037374	40.845055
g21637	-	1	-	1427003	1427857	13.025731	5.969688	10.143880
g21638	-	1	-	1431855	1441370	1.755319	0.804462	1.366967
g21640	-	1	-	1455017	1461600	30.238739	13.858404	23.548632
g21641	-	1	+	1461790	1482365	13.038323	5.975460	10.153686
g21642	-	1	-	1485768	1490221	162.758301	74.592072	126.749176
g21643	-	1	+	1498213	1500580	167.087860	76.576317	130.120850
g21644	-	1	-	1501925	1515543	10.472000	4.799314	8.155144
g21645	-	1	+	1515644	1593061	1.695620	0.777102	1.320476
g21647	-	1	-	1597433	1598451	0.000000	0.000000	0.000000
g21648	-	1	-	1600981	1603957	213.874664	98.018692	166.556396
g21649	-	1	+	1604161	1611958	249.678070	114.427376	194.438553
g21650	-	1	-	1624523	1637721	291.441254	133.567429	226.961914
g21651	-	1	-	1639760	1648770	40.976372	18.779457	31.910637
g21652	-	1	+	1664341	1667185	89.482819	41.009949	69.685371
g21653	-	1	+	1671954	1700430	77.343674	35.446579	60.231930
g21654	-	1	+	1701166	1707078	0.000000	0.000000	0.000000
g21655	-	1	-	1709460	1721830	4.213424	1.931011	3.281234
g21656	-	1	+	1721906	1725879	14.569982	6.677418	11.346476
g21657	-	1	-	1726722	1735015	160.115845	73.381042	124.691338
g21658	-	1	+	1737732	1742672	1165.622559	534.204407	907.736755
g21659	-	1	-	1749946	1765665	27.739830	12.713155	21.602587
g21660	-	1	+	1765998	1773941	5.486989	2.514685	4.273031
g21661	-	1	-	1775583	1779292	264.881714	121.395203	206.278488
g21662	-	1	+	1779355	1781634	1800.180542	825.022156	1401.903198
g21663	-	1	+	1788594	1809349	6.379171	2.923572	4.967824
g21664	-	1	+	1817015	1818862	2.311644	1.059426	1.800209
g21665	-	1	+	1821776	1822537	75.140419	34.436829	58.516129
g21666	-	1	-	1823732	1824430	16.673820	7.641606	12.984855
g21667	-	1	+	1824608	1835679	19.067083	8.738438	14.848626
adi2mcaRNA15974_R0	-	1	-	1838697	1847254	49.241997	22.567591	38.347549
g21669	-	1	+	1847388	1850319	8.524935	3.906975	6.638853
g21670	-	1	-	1851564	1852055	0.186992	0.085698	0.145621
g21671	-	1	+	1856734	1862442	0.408710	0.187312	0.318286
g21672	-	1	+	1869053	1873028	28.445766	13.036685	22.152340
g21673	-	1	-	1874738	1876989	51.610256	23.652964	40.191849
g21674	-	1	+	1877095	1882171	17.936214	8.220160	13.967953
g21675	-	1	-	1883336	1889435	23.677994	10.851616	18.439404
adi2mcaRNA15965_R0	-	1	+	1892664	1901226	45.262821	20.743935	35.248737
g21677	-	1	-	1902335	1909826	20.546787	9.416586	16.000956
g21678	-	1	-	1924608	1926509	0.000000	0.000000	0.000000
adi2mcaRNA15962_R0	-	1	+	1932948	1937713	12.873294	5.899827	10.025168
g21681	-	1	-	1938653	1940964	299.050323	137.054672	232.887558
g21683	-	1	+	1953301	1968254	47.571110	21.801823	37.046333
g21685	-	1	+	1984567	2003518	1.291667	0.591971	1.005895
g21686	-	1	+	2007243	2036975	34.728065	15.915862	27.044724
g21687	-	1	+	2041709	2042566	1.617716	0.741399	1.259808
g21690	-	1	+	2064873	2065865	26.221027	12.017088	20.419809
g21691	-	1	-	2071531	2083593	24.443840	11.202604	19.035812
g21692	-	1	+	2084265	2098448	17.174934	7.871267	13.375100
g21693	-	1	+	2103413	2104172	5.913793	2.710289	4.605408
adi2mcaRNA15941_R0	-	1	+	2136468	2169370	13.268867	6.081117	10.333223
g21696	-	1	-	2175815	2178349	552.307678	253.122421	430.113464
g21697	-	1	-	2183490	2184443	2.141510	0.981453	1.667716
g21698	-	1	-	2192681	2201442	363.561584	166.620148	283.126160
g21699	-	1	-	2206921	2207271	37.299149	17.094187	29.046974
g21700	-	1	-	2209757	2223543	144.044876	66.015724	112.175964
g21701	-	1	-	2230513	2232206	30.356321	13.912292	23.640200
g21702	-	1	+	2232380	2254937	144.513016	66.230263	112.540520
g21703	-	1	-	2256857	2267938	24.419680	11.191531	19.016998
g21704	-	1	+	2277230	2304315	12.831919	5.880864	9.992948
g21705	-	1	-	2311594	2345468	26.072273	11.948915	20.303967
g21706	-	1	+	2370843	2371787	206.875137	94.810806	161.105469
g21707	-	1	+	2390569	2392153	0.000000	0.000000	0.000000
g21708	-	1	-	2398989	2401514	52.289215	23.964130	40.720596
g21709	-	1	+	2402222	2416695	19.343409	8.865078	15.063815
g21710	-	1	-	2423039	2426056	3.542773	1.623652	2.758959
g21711	-	1	+	2445106	2445447	0.000000	0.000000	0.000000
g21713	-	1	-	2457801	2480051	34.324295	15.730813	26.730288
g21714	-	1	+	2483360	2488971	94.703598	43.402630	73.751091
g21716	-	1	-	2506259	2521776	68.009567	31.168762	52.962929
g21723	-	1	+	2619255	2625409	0.000000	0.000000	0.000000
g21727	-	1	+	2680167	2723369	82.826622	37.959415	64.501816
g21728	-	1	+	2731650	2732693	0.793103	0.363479	0.617635
g21729	-	1	+	2741282	2742325	0.419540	0.192275	0.326720
g21730	-	1	-	2748256	2760020	27.978849	12.822698	21.788727
g21731	-	1	+	2762550	2764304	0.239546	0.109784	0.186548
g21732	-	1	-	2779907	2789826	0.000000	0.000000	0.000000
