Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21533	-	1	-	22321	27293	0.286652	0.169642	0.209714
g21534	-	1	+	37447	52266	3.519574	2.082906	2.574915
g21535	-	1	-	58322	62557	18.028677	10.669484	13.189751
g21536	-	1	+	64466	84798	20.931116	12.387166	15.313171
g21537	-	1	+	88347	97184	17.889137	10.586903	13.087666
g21538	-	1	-	100215	109729	98.382416	58.223328	71.976418
g21539	-	1	+	109867	128510	11.602355	6.866346	8.488265
g21540	-	1	-	132854	139285	1.453869	0.860409	1.063648
g21543	-	1	+	156444	157268	1.454545	0.860809	1.064143
adi2mcaRNA35138_R7	-	1	-	305973	306875	0.241669	0.143021	0.176805
g21554	-	1	-	323002	331686	1.460317	0.864225	1.068366
g21555	-	1	-	332282	348965	22.093981	13.075356	16.163921
g21556	-	1	+	349160	352265	14.171718	8.386911	10.368007
g21557	-	1	+	353765	356968	29.228395	17.297546	21.383448
g21558	-	1	-	361628	375371	0.000000	0.000000	0.000000
g21559	-	1	+	396421	397020	0.208333	0.123293	0.152416
g21560	-	1	+	401783	403405	0.000000	0.000000	0.000000
g21562	-	1	+	420478	420918	0.049887	0.029523	0.036497
g21564	-	1	+	435136	440238	6.010911	3.557295	4.397573
g21565	-	1	-	440659	443082	8.953757	5.298890	6.550554
adi2mcaRNA12716_R2	-	1	-	479697	491534	4.369391	2.585833	3.196640
g21573	-	1	-	524298	537113	3.908823	2.313266	2.859689
g21574	-	1	+	560828	565350	0.305599	0.180855	0.223576
g21581	-	1	+	607804	608337	12.131087	7.179254	8.875084
g21583	-	1	+	622962	633865	102.612518	60.726730	75.071159
g21587	-	1	+	648193	648896	16.589373	9.817695	12.136759
g21588	-	1	-	666567	668312	17.587055	10.408129	12.866662
adi2mcaRNA40589_R3	-	1	-	683868	685398	14.929936	8.835629	10.922718
g21590	-	1	-	702479	702886	1.771076	1.048134	1.295716
g21591	-	1	-	702941	704323	0.824859	0.488157	0.603466
g21592	-	1	-	707506	709230	8.827247	5.224020	6.458000
g21595	-	1	-	743708	771725	29.196175	17.278479	21.359875
g21596	-	1	-	778826	781380	24.464376	14.478170	17.898098
g21597	-	1	-	784627	785798	0.683824	0.404691	0.500285
g21598	-	1	-	785899	786207	0.000000	0.000000	0.000000
g21600	-	1	-	789380	790334	0.000000	0.000000	0.000000
g21601	-	1	-	820948	851855	4.847197	2.868602	3.546202
g21602	-	1	-	871442	871855	0.434783	0.257307	0.318087
g21603	-	1	+	875739	924977	19.582148	11.588838	14.326268
adi2mcaRNA24085_R9	-	1	+	928080	933095	0.206579	0.122255	0.151133
g21605	-	1	+	934505	935482	0.507519	0.300353	0.371300
g21606	-	1	-	935674	936417	7.805588	4.619396	5.710556
g21608	-	1	+	945184	946113	2.396774	1.418426	1.753476
g21609	-	1	-	952903	989352	42.166668	24.954498	30.849068
adi2mcaRNA13602_R4	-	1	-	1019983	1023744	0.000000	0.000000	0.000000
g21612	-	1	-	1026881	1027414	0.668539	0.395646	0.489102
adi2mcaRNA24914_R2	-	1	+	1033570	1040048	0.592593	0.350700	0.433540
g21614	-	1	+	1045444	1046427	52.307926	30.956158	38.268398
g21615	-	1	+	1064077	1065057	2.632008	1.557639	1.925573
adi2mcaRNA37268_R9	-	1	-	1093244	1096926	0.069713	0.041257	0.051002
g21619	-	1	-	1101300	1101608	2.469256	1.461321	1.806504
g21620	-	1	+	1121855	1134134	0.579739	0.343093	0.424136
g21621	-	1	+	1141502	1142461	97.752083	57.850292	71.515266
g21622	-	1	-	1166624	1169197	25.039640	14.818616	18.318962
g21623	-	1	-	1169258	1175136	2.192593	1.297590	1.604098
g21628	-	1	-	1234405	1276748	11.783695	6.973665	8.620933
g21629	-	1	+	1296441	1298102	6.243081	3.694695	4.567428
g21630	-	1	-	1326918	1338740	32.545864	19.260845	23.810503
g21631	-	1	-	1347875	1349544	0.870756	0.515319	0.637044
g21632	-	1	+	1349810	1357710	18.776922	11.112300	13.737166
g21633	-	1	-	1361058	1381745	1.983317	1.173739	1.450992
g21634	-	1	+	1385571	1392430	24.953300	14.767520	18.255795
g21635	-	1	-	1396451	1417415	297.778564	176.227219	217.854324
g21636	-	1	+	1417568	1425363	21.080578	12.475617	15.422518
g21637	-	1	-	1427003	1427857	14.516959	8.591228	10.620584
g21640	-	1	-	1455017	1461600	113.124626	66.947861	82.761795
g21641	-	1	+	1461790	1482365	14.350775	8.492878	10.499004
g21642	-	1	-	1485768	1490221	111.906006	66.226677	81.870262
g21643	-	1	+	1498213	1500580	56.385868	33.369511	41.251812
g21644	-	1	-	1501925	1515543	30.211555	17.879387	22.102726
g21645	-	1	+	1515644	1593061	14.112306	8.351750	10.324541
g21647	-	1	-	1597433	1598451	0.000000	0.000000	0.000000
g21648	-	1	-	1600981	1603957	170.299164	100.784111	124.590599
g21649	-	1	+	1604161	1611958	709.376099	419.813202	518.978455
g21650	-	1	-	1624523	1637721	48.511829	28.709602	35.491177
g21651	-	1	-	1639760	1648770	29.537865	17.480692	21.609856
