Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21533	-	1	-	22321	27293	0.000000	0.000000	0.000000
g21534	-	1	+	37447	52266	0.367876	0.232241	0.357064
g21535	-	1	-	58322	62557	163.649796	103.312523	158.840073
g21536	-	1	+	64466	84798	102.002602	64.394493	99.004715
g21537	-	1	+	88347	97184	9.122622	5.759133	8.854506
g21538	-	1	-	100215	109729	33.586910	21.203501	32.599781
g21539	-	1	+	109867	128510	112.612137	71.092323	109.302429
g21540	-	1	-	132854	139285	61.970612	39.122200	60.149277
g21543	-	1	+	156444	157268	0.843636	0.532589	0.818841
adi2mcaRNA35138_R7	-	1	-	305973	306875	0.078125	0.049321	0.075829
g21554	-	1	-	323002	331686	0.000000	0.000000	0.000000
g21555	-	1	-	332282	348965	4.739815	2.992257	4.600510
g21556	-	1	+	349160	352265	36.754208	23.203022	35.673992
g21557	-	1	+	353765	356968	20.851852	13.163827	20.239010
g21558	-	1	-	361628	375371	4.354415	2.748953	4.226438
g21560	-	1	+	401783	403405	0.258780	0.163368	0.251174
g21562	-	1	+	420478	420918	0.068027	0.042946	0.066028
g21565	-	1	-	440659	443082	0.000000	0.000000	0.000000
g21566	-	1	-	443144	443635	0.493902	0.311802	0.479386
adi2mcaRNA12716_R2	-	1	-	479697	491534	1.264824	0.798487	1.227650
g21573	-	1	-	524298	537113	1.745098	1.101685	1.693809
g21581	-	1	+	607804	608337	1.191011	0.751888	1.156007
g21582	-	1	+	618737	619072	0.357143	0.225465	0.346646
g21588	-	1	-	666567	668312	0.090493	0.057128	0.087833
g21590	-	1	-	702479	702886	0.191667	0.121000	0.186034
g21592	-	1	-	707506	709230	0.417391	0.263500	0.405124
g21595	-	1	-	743708	771725	23.201057	14.646885	22.519171
g21601	-	1	-	820948	851855	0.000000	0.000000	0.000000
g21603	-	1	+	875739	924977	8.464640	5.343748	8.215861
adi2mcaRNA24085_R9	-	1	+	928080	933095	0.178150	0.112467	0.172914
g21605	-	1	+	934505	935482	0.777250	0.490680	0.754406
g21606	-	1	-	935674	936417	3.587161	2.264584	3.481733
g21609	-	1	-	952903	989352	7.693116	4.856683	7.467013
