Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21535	-	1	-	58322	62557	0.735155	0.706454	1.118819
g21536	-	1	+	64466	84798	263.380859	253.098389	400.834503
g21537	-	1	+	88347	97184	2.177827	2.092804	3.314395
g21538	-	1	-	100215	109729	3.797546	3.649289	5.779416
g21539	-	1	+	109867	128510	42.049469	40.407845	63.994312
g21540	-	1	-	132854	139285	8.371652	8.044820	12.740663
g21554	-	1	-	323002	331686	0.000000	0.000000	0.000000
g21555	-	1	-	332282	348965	0.000000	0.000000	0.000000
g21558	-	1	-	361628	375371	0.952267	0.915090	1.449238
adi2mcaRNA12716_R2	-	1	-	479697	491534	1.791667	1.721720	2.726705
g21573	-	1	-	524298	537113	0.633333	0.608608	0.963858
adi2mcaRNA34180_R2	-	1	+	644971	646029	1.267233	1.217760	1.928579
g21595	-	1	-	743708	771725	11.646317	11.191641	17.724316
g21603	-	1	+	875739	924977	4.194481	4.030727	6.383503
g21605	-	1	+	934505	935482	0.259202	0.249083	0.394475
g21609	-	1	-	952903	989352	24.649712	23.687380	37.513943
g21628	-	1	-	1234405	1276748	9.967693	9.578552	15.169649
g21630	-	1	-	1326918	1338740	12.784505	12.285394	19.456503
g21632	-	1	+	1349810	1357710	1.725329	1.657972	2.625746
g21633	-	1	-	1361058	1381745	17.897814	17.199078	27.238354
g21634	-	1	+	1385571	1392430	9.504025	9.132985	14.464001
g21635	-	1	-	1396451	1417415	63.132236	60.667534	96.079788
g21636	-	1	+	1417568	1425363	15.207989	14.614264	23.144758
g21637	-	1	-	1427003	1427857	14.063158	13.514129	21.402462
g21640	-	1	-	1455017	1461600	83.872375	80.597969	127.643829
g21641	-	1	+	1461790	1482365	4.895349	4.704233	7.450142
g21642	-	1	-	1485768	1490221	76.960503	73.955940	117.124779
g21643	-	1	+	1498213	1500580	296.547089	284.969788	451.309601
g21644	-	1	-	1501925	1515543	0.815111	0.783289	1.240502
g21645	-	1	+	1515644	1593061	0.000000	0.000000	0.000000
g21648	-	1	-	1600981	1603957	164.005753	157.602921	249.597351
g21649	-	1	+	1604161	1611958	398.418793	382.864410	606.346252
g21650	-	1	-	1624523	1637721	64.584549	62.063148	98.290039
g21651	-	1	-	1639760	1648770	10.358900	9.954485	15.765019
g21652	-	1	+	1664341	1667185	15.121993	14.531626	23.013884
g21653	-	1	+	1671954	1700430	10.411625	10.005152	15.845261
g21655	-	1	-	1709460	1721830	4.419306	4.246775	6.725661
g21656	-	1	+	1721906	1725879	3.996317	3.840299	6.081922
g21657	-	1	-	1726722	1735015	31.066910	29.854050	47.280159
g21658	-	1	+	1737732	1742672	612.148254	588.249817	931.617126
g21659	-	1	-	1749946	1765665	4.152166	3.990064	6.319105
g21660	-	1	+	1765998	1773941	5.204461	5.001277	7.920574
g21661	-	1	-	1775583	1779292	141.697586	136.165665	215.646957
g21662	-	1	+	1779355	1781634	886.314087	851.712158	1348.865112
g21663	-	1	+	1788594	1809349	3.089476	2.968862	4.701817
g21664	-	1	+	1817015	1818862	0.000000	0.000000	0.000000
g21665	-	1	+	1821776	1822537	12.956693	12.450859	19.718554
g21666	-	1	-	1823732	1824430	3.111588	2.990111	4.735468
g21667	-	1	+	1824608	1835679	5.035882	4.839280	7.664016
adi2mcaRNA15974_R0	-	1	-	1838697	1847254	14.056498	13.507728	21.392326
g21669	-	1	+	1847388	1850319	56.280838	54.083618	85.652779
g21672	-	1	+	1869053	1873028	13.896164	13.353654	21.148317
g21673	-	1	-	1874738	1876989	11.446154	10.999291	17.419691
g21674	-	1	+	1877095	1882171	4.553498	4.375728	6.929885
g21675	-	1	-	1883336	1889435	14.121359	13.570057	21.491037
adi2mcaRNA15965_R0	-	1	+	1892664	1901226	23.161539	22.257305	35.249123
g21677	-	1	-	1902335	1909826	11.499197	11.050265	17.500416
adi2mcaRNA15962_R0	-	1	+	1932948	1937713	4.655945	4.474175	7.085797
g21681	-	1	-	1938653	1940964	230.907761	221.893051	351.414276
g21683	-	1	+	1953301	1968254	6.915555	6.645569	10.524656
g21686	-	1	+	2007243	2036975	15.716738	15.103151	23.919014
g21690	-	1	+	2064873	2065865	32.744324	31.465975	49.832985
g21691	-	1	-	2071531	2083593	2.114130	2.031594	3.217456
g21692	-	1	+	2084265	2098448	25.950392	24.937281	39.493423
g21693	-	1	+	2103413	2104172	8.623563	8.286896	13.124043
adi2mcaRNA15941_R0	-	1	+	2136468	2169370	7.432390	7.142227	11.311218
g21696	-	1	-	2175815	2178349	74.475739	71.568184	113.343254
g21697	-	1	-	2183490	2184443	1.945493	1.869540	2.960810
g21698	-	1	-	2192681	2201442	20.011595	19.230337	30.455276
g21699	-	1	-	2206921	2207271	19.501425	18.740084	29.678860
g21700	-	1	-	2209757	2223543	25.688679	24.685785	39.095127
g21701	-	1	-	2230513	2232206	9.532567	9.160412	14.507439
g21702	-	1	+	2232380	2254937	23.685125	22.760452	36.045959
g21703	-	1	-	2256857	2267938	6.415663	6.165193	9.763880
g21704	-	1	+	2277230	2304315	6.538059	6.282812	9.950151
g21705	-	1	-	2311594	2345468	15.621183	15.011328	23.773592
g21706	-	1	+	2370843	2371787	84.920631	81.605301	129.239151
g21708	-	1	-	2398989	2401514	12.563725	12.073234	19.120502
g21709	-	1	+	2402222	2416695	4.282772	4.115571	6.517872
g21713	-	1	-	2457801	2480051	0.000000	0.000000	0.000000
g21714	-	1	+	2483360	2488971	45.445076	43.670887	69.162025
g21716	-	1	-	2506259	2521776	45.378220	43.606640	69.060280
g21721	-	1	+	2548946	2617412	0.000000	0.000000	0.000000
g21727	-	1	+	2680167	2723369	16.481136	15.837708	25.082338
g21730	-	1	-	2748256	2760020	5.653976	5.433243	8.604682
g21739	-	1	+	2861041	2874369	0.363839	0.349635	0.553720
g21740	-	1	-	2881617	2888372	0.000000	0.000000	0.000000
g21743	-	1	+	2902908	2918764	20.643412	19.837486	31.416830
g21744	-	1	-	2920847	2924472	10.645035	10.229449	16.200483
g21745	-	1	-	2937235	2955005	21.878754	21.024599	33.296875
adi2mcaRNA331_R0	-	1	-	2991798	3049901	26.231415	25.207333	39.921108
g21750	-	1	-	3062915	3067597	10.481482	10.072282	15.951575
g21751	-	1	+	3068049	3089658	29.222477	28.081623	44.473148
g21752	-	1	-	3091241	3097303	15.632184	15.021899	23.790333
g21753	-	1	+	3098199	3120601	15.234814	14.640042	23.185583
g21754	-	1	+	3125992	3152597	435.126343	418.138885	662.210754
g21755	-	1	+	3165614	3172746	82.897102	79.660774	126.159576
g21756	-	1	+	3176728	3177291	0.000000	0.000000	0.000000
g21761	-	1	+	3194175	3199090	192.623276	185.103210	293.149841
g21763	-	1	-	3217532	3220768	6.126470	5.887291	9.323762
g21799	-	2	-	208892	211608	0.000000	0.000000	0.000000
g21867	-	2	+	485734	488498	0.000000	0.000000	0.000000
g21878	-	2	+	553648	598651	0.000000	0.000000	0.000000
g21879	-	2	-	607474	624823	5.007683	4.812181	7.621101
g21885	-	2	+	728410	732054	0.000000	0.000000	0.000000
g21894	-	2	+	781138	820334	33.467613	32.161026	50.933746
g21901	-	2	-	961956	987338	7.310217	7.024824	11.125285
g21903	-	2	+	1009003	1029567	585.259949	562.411194	890.696411
g21904	-	2	-	1041522	1062656	135.304260	130.021942	205.917068
g21905	-	2	+	1067970	1068872	0.179402	0.172398	0.273029
g21906	-	2	-	1071974	1129475	161.619797	155.310120	245.966187
g21907	-	2	-	1145506	1156476	6.269648	6.024879	9.541662
g21909	-	2	+	1177892	1219935	0.000000	0.000000	0.000000
g21910	-	2	-	1234675	1235748	7.861266	7.554359	11.963917
g21916	-	2	-	1304194	1322331	0.000000	0.000000	0.000000
adi2mcaRNA31266_R0	-	2	+	1456498	1458105	0.000000	0.000000	0.000000
g21947	-	2	+	1677919	1693133	0.000000	0.000000	0.000000
g22020	-	2	+	2245719	2252833	0.000000	0.000000	0.000000
g22044	-	2	-	2388599	2389980	8.505451	8.173395	12.944289
g22056	-	2	-	2434014	2439746	0.752110	0.722747	1.144622
adi2mcaRNA13580_R0	-	2	-	2784406	2799781	18.536585	17.812912	28.210487
g22248	-	3	-	39993	42230	0.255681	0.245699	0.389116
g22249	-	3	+	46351	55333	0.000000	0.000000	0.000000
g22250	-	3	+	55562	57264	0.000000	0.000000	0.000000
g22252	-	3	+	72739	103818	9.137312	8.780588	13.905908
g22253	-	3	-	105498	107241	668.795349	642.685364	1017.827332
g22254	-	3	+	108354	114468	24.803278	23.834951	37.747654
g22257	-	3	+	140676	153160	0.000000	0.000000	0.000000
g22258	-	3	+	153185	202767	0.000000	0.000000	0.000000
g22260	-	3	+	222203	225087	9.653781	9.276894	14.691912
adi2mcaRNA4380_R0	-	3	-	230132	254017	21.575508	20.733194	32.835369
g22264	-	3	+	273299	288416	13.095734	12.584472	19.930157
g22265	-	3	+	288805	292767	0.643958	0.618818	0.980028
g22266	-	3	-	293033	360001	16.268312	15.633193	24.758446
g22267	-	3	-	363434	374928	2.272247	2.183538	3.458091
g22269	-	3	+	402702	405516	15.700934	15.087965	23.894962
g22270	-	3	-	407601	408480	109.008774	104.753036	165.898453
