Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21534	-	1	+	37447	52266	0.249856	0.119547	0.201842
g21535	-	1	-	58322	62557	46.895412	22.437748	37.883739
g21536	-	1	+	64466	84798	158.299561	75.740578	127.879883
g21537	-	1	+	88347	97184	2.979167	1.425423	2.406674
g21538	-	1	-	100215	109729	36.140083	17.291716	29.195213
g21539	-	1	+	109867	128510	127.729042	61.113701	103.183952
g21540	-	1	-	132854	139285	26.688244	12.769354	21.559689
g21550	-	1	+	237955	238956	0.299401	0.143252	0.241867
adi2mcaRNA35138_R7	-	1	-	305973	306875	0.289583	0.138555	0.233935
g21554	-	1	-	323002	331686	0.000000	0.000000	0.000000
g21555	-	1	-	332282	348965	8.062963	3.857834	6.513541
g21556	-	1	+	349160	352265	34.610001	16.559626	27.959158
g21557	-	1	+	353765	356968	25.455246	12.179409	20.563631
g21558	-	1	-	361628	375371	12.068814	5.774488	9.749607
g21559	-	1	+	396421	397020	0.000000	0.000000	0.000000
g21560	-	1	+	401783	403405	0.000000	0.000000	0.000000
g21562	-	1	+	420478	420918	0.000000	0.000000	0.000000
g21563	-	1	-	428004	428435	0.000000	0.000000	0.000000
g21564	-	1	+	435136	440238	0.229133	0.109632	0.185102
g21565	-	1	-	440659	443082	0.000000	0.000000	0.000000
g21566	-	1	-	443144	443635	0.000000	0.000000	0.000000
g21567	-	1	-	459012	459386	0.000000	0.000000	0.000000
g21568	-	1	+	465135	465452	0.000000	0.000000	0.000000
adi2mcaRNA12716_R2	-	1	-	479697	491534	1.872997	0.896161	1.513072
g21573	-	1	-	524298	537113	3.769412	1.803527	3.045062
g21581	-	1	+	607804	608337	4.994382	2.389630	4.034635
g21585	-	1	-	638767	639150	0.526042	0.251692	0.424955
g21588	-	1	-	666567	668312	0.179840	0.086047	0.145281
g21590	-	1	-	702479	702886	0.073530	0.035181	0.059400
g21592	-	1	-	707506	709230	0.359420	0.171969	0.290352
g21595	-	1	-	743708	771725	68.095848	32.581387	55.010189
g21596	-	1	-	778826	781380	0.150127	0.071830	0.121278
g21601	-	1	-	820948	851855	0.000000	0.000000	0.000000
g21603	-	1	+	875739	924977	16.063389	7.685747	12.976562
adi2mcaRNA24085_R9	-	1	+	928080	933095	0.026047	0.012463	0.021042
