Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21533	-	1	-	22321	27293	0.138954	0.060208	0.087111
g21534	-	1	+	37447	52266	0.881693	0.382032	0.552736
g21535	-	1	-	58322	62557	36.288460	15.723568	22.749329
g21536	-	1	+	64466	84798	33.404064	14.473778	20.941093
g21537	-	1	+	88347	97184	58.124489	25.184988	36.438389
g21538	-	1	-	100215	109729	92.867836	40.239067	58.219082
g21539	-	1	+	109867	128510	31.339939	13.579405	19.647089
g21540	-	1	-	132854	139285	19.587425	8.487112	12.279408
g21543	-	1	+	156444	157268	0.164848	0.071428	0.103344
g21554	-	1	-	323002	331686	390.519226	169.209610	244.817505
g21555	-	1	-	332282	348965	51.662498	22.385046	32.387352
g21556	-	1	+	349160	352265	41.947819	18.175735	26.297195
g21557	-	1	+	353765	356968	34.428982	14.917868	21.583616
g21558	-	1	-	361628	375371	0.513524	0.222507	0.321930
g21559	-	1	+	396421	397020	2.090001	0.905585	1.310227
g21560	-	1	+	401783	403405	0.730746	0.316628	0.458107
g21564	-	1	+	435136	440238	0.000000	0.000000	0.000000
adi2mcaRNA12716_R2	-	1	-	479697	491534	0.000000	0.000000	0.000000
g21574	-	1	+	560828	565350	0.000000	0.000000	0.000000
g21581	-	1	+	607804	608337	11.683520	5.062398	7.324429
g21583	-	1	+	622962	633865	79.452965	34.426483	49.809269
g21587	-	1	+	648193	648896	1.115942	0.483531	0.699587
g21588	-	1	-	666567	668312	0.240550	0.104229	0.150801
g21590	-	1	-	702479	702886	0.143628	0.062233	0.090041
g21592	-	1	-	707506	709230	0.257391	0.111526	0.161359
g21595	-	1	-	743708	771725	29.049654	12.587038	18.211302
g21601	-	1	-	820948	851855	0.050989	0.022093	0.031965
g21603	-	1	+	875739	924977	33.477791	14.505723	20.987312
adi2mcaRNA24085_R9	-	1	+	928080	933095	2.010155	0.870988	1.260171
g21605	-	1	+	934505	935482	0.399532	0.173115	0.250468
g21606	-	1	-	935674	936417	5.512733	2.388634	3.455946
g21607	-	1	-	938963	941032	11.110145	4.813958	6.964978
g21608	-	1	+	945184	946113	32.822582	14.221825	20.576561
g21609	-	1	-	952903	989352	28.249746	12.240442	17.709837
adi2mcaRNA13602_R4	-	1	-	1019983	1023744	0.913088	0.395635	0.572417
g21614	-	1	+	1045444	1046427	0.368902	0.159843	0.231266
g21615	-	1	+	1064077	1065057	0.152905	0.066253	0.095857
adi2mcaRNA37268_R9	-	1	-	1093244	1096926	0.025881	0.011214	0.016225
g21619	-	1	-	1101300	1101608	0.877023	0.380009	0.549808
g21620	-	1	+	1121855	1134134	0.515375	0.223309	0.323090
g21621	-	1	+	1141502	1142461	8.663542	3.753860	5.431197
g21622	-	1	-	1166624	1169197	1.274775	0.552352	0.799160
g21623	-	1	-	1169258	1175136	0.000000	0.000000	0.000000
g21628	-	1	-	1234405	1276748	21.527006	9.327520	13.495335
g21629	-	1	+	1296441	1298102	0.625752	0.271135	0.392286
g21630	-	1	-	1326918	1338740	16.945894	7.342553	10.623425
g21631	-	1	-	1347875	1349544	2.971055	1.287340	1.862562
g21632	-	1	+	1349810	1357710	14.749888	6.391037	9.246742
g21633	-	1	-	1361058	1381745	5.208127	2.256650	3.264988
g21634	-	1	+	1385571	1392430	18.235106	7.901160	11.431635
g21635	-	1	-	1396451	1417415	541.021912	234.421494	339.167999
g21636	-	1	+	1417568	1425363	39.721764	17.211199	24.901674
g21637	-	1	-	1427003	1427857	16.798830	7.278831	10.531229
g21638	-	1	-	1431855	1441370	10.407802	4.509637	6.524678
g21639	-	1	-	1442699	1443019	1.467290	0.635768	0.919848
g21640	-	1	-	1455017	1461600	71.821320	31.119741	45.024967
g21641	-	1	+	1461790	1482365	43.117573	18.682581	27.030516
g21642	-	1	-	1485768	1490221	65.439972	28.354742	41.024487
g21643	-	1	+	1498213	1500580	52.461956	22.731447	32.888535
g21644	-	1	-	1501925	1515543	27.508444	11.919241	17.245113
g21645	-	1	+	1515644	1593061	41.727127	18.080111	26.158842
g21648	-	1	-	1600981	1603957	159.354843	69.047485	99.899963
g21649	-	1	+	1604161	1611958	509.561249	220.789780	319.445251
g21650	-	1	-	1624523	1637721	105.095909	45.537415	65.884895
g21651	-	1	-	1639760	1648770	23.374821	10.128168	14.653734
g21652	-	1	+	1664341	1667185	69.756012	30.224855	43.730221
g21653	-	1	+	1671954	1700430	16.974234	7.354832	10.641191
g21654	-	1	+	1701166	1707078	3.338920	1.446734	2.093178
g21655	-	1	-	1709460	1721830	10.269985	4.449922	6.438280
g21656	-	1	+	1721906	1725879	56.268875	24.380960	35.275101
g21657	-	1	-	1726722	1735015	166.352417	72.079491	104.286751
g21658	-	1	+	1737732	1742672	328.311035	142.255173	205.819031
g21659	-	1	-	1749946	1765665	27.844254	12.064746	17.455633
g21660	-	1	+	1765998	1773941	28.046469	12.152365	17.582403
g21661	-	1	-	1775583	1779292	501.647858	217.360962	314.484344
g21662	-	1	+	1779355	1781634	366.470520	158.789444	229.741302
g21663	-	1	+	1788594	1809349	9.969380	4.319672	6.249830
g21664	-	1	+	1817015	1818862	18.392694	7.969443	11.530427
g21665	-	1	+	1821776	1822537	19.090551	8.271819	11.967916
g21666	-	1	-	1823732	1824430	59.349072	25.715591	37.206085
g21667	-	1	+	1824608	1835679	76.790413	33.272820	48.140106
adi2mcaRNA15974_R0	-	1	-	1838697	1847254	48.919964	21.196724	30.668051
g21669	-	1	+	1847388	1850319	13.187664	5.714135	8.267380
g21670	-	1	-	1851564	1852055	1.079268	0.467640	0.676596
g21671	-	1	+	1856734	1862442	1.065327	0.461600	0.667856
g21672	-	1	+	1869053	1873028	23.656084	10.250037	14.830059
g21673	-	1	-	1874738	1876989	43.935898	19.037157	27.543526
g21674	-	1	+	1877095	1882171	15.006173	6.502083	9.407408
g21675	-	1	-	1883336	1889435	13.375404	5.795481	8.385075
adi2mcaRNA15965_R0	-	1	+	1892664	1901226	30.223289	13.095568	18.947058
g21677	-	1	-	1902335	1909826	40.697395	17.633934	25.513302
g21678	-	1	-	1924608	1926509	0.000000	0.000000	0.000000
adi2mcaRNA15962_R0	-	1	+	1932948	1937713	17.941521	7.773952	11.247584
g21681	-	1	-	1938653	1940964	460.813416	199.667648	288.885101
g21682	-	1	-	1944937	1947079	0.000000	0.000000	0.000000
g21683	-	1	+	1953301	1968254	34.101269	14.775872	21.378172
g21684	-	1	+	1970772	1974318	3.567288	1.545684	2.236342
g21685	-	1	+	1984567	2003518	23.164394	10.036991	14.521817
g21686	-	1	+	2007243	2036975	58.626587	25.402544	36.753159
g21687	-	1	+	2041709	2042566	28.856644	12.503408	18.090303
g21688	-	1	+	2049578	2050600	0.574780	0.249049	0.360331
