Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21533	-	1	-	22321	27293	0.000000	0.000000	0.000000
g21534	-	1	+	37447	52266	0.161197	0.108511	0.163213
g21535	-	1	-	58322	62557	118.286438	79.625740	119.765961
g21536	-	1	+	64466	84798	131.574875	88.570992	133.220612
g21537	-	1	+	88347	97184	13.609633	9.161467	13.779861
g21538	-	1	-	100215	109729	34.916157	23.504173	35.352886
g21539	-	1	+	109867	128510	72.685570	48.929047	73.594719
g21540	-	1	-	132854	139285	60.897320	40.993664	61.659019
g21543	-	1	+	156444	157268	0.295758	0.199093	0.299457
adi2mcaRNA35138_R7	-	1	-	305973	306875	0.195313	0.131477	0.197756
g21554	-	1	-	323002	331686	0.000000	0.000000	0.000000
g21555	-	1	-	332282	348965	6.110185	4.113134	6.186611
g21556	-	1	+	349160	352265	28.272728	19.032080	28.626362
g21557	-	1	+	353765	356968	36.879631	24.825907	37.340919
g21558	-	1	-	361628	375371	4.585124	3.086524	4.642475
g21559	-	1	+	396421	397020	0.426667	0.287215	0.432004
g21562	-	1	+	420478	420918	0.168708	0.113568	0.170818
adi2mcaRNA12716_R2	-	1	-	479697	491534	1.025641	0.690421	1.038470
g21573	-	1	-	524298	537113	1.224706	0.824424	1.240025
g21574	-	1	+	560828	565350	0.000000	0.000000	0.000000
g21581	-	1	+	607804	608337	3.880150	2.611963	3.928683
g21582	-	1	+	618737	619072	0.437500	0.294508	0.442972
g21588	-	1	-	666567	668312	0.148912	0.100242	0.150775
g21590	-	1	-	702479	702886	0.073530	0.049497	0.074450
g21592	-	1	-	707506	709230	0.124058	0.083511	0.125610
g21595	-	1	-	743708	771725	26.138786	17.595594	26.465729
g21603	-	1	+	875739	924977	9.536869	6.419843	9.656156
adi2mcaRNA24085_R9	-	1	+	928080	933095	0.093102	0.062673	0.094267
g21605	-	1	+	934505	935482	0.674472	0.454028	0.682908
g21606	-	1	-	935674	936417	4.660975	3.137584	4.719274
g21609	-	1	-	952903	989352	8.900644	5.991561	9.011972
adi2mcaRNA13602_R4	-	1	-	1019983	1023744	0.246331	0.165820	0.249412
g21615	-	1	+	1064077	1065057	0.611621	0.411719	0.619271
adi2mcaRNA37268_R9	-	1	-	1093244	1096926	0.123899	0.083404	0.125449
g21620	-	1	+	1121855	1134134	0.345325	0.232459	0.349644
g21622	-	1	-	1166624	1169197	0.935135	0.629496	0.946832
g21625	-	1	-	1182106	1183374	0.135540	0.091240	0.137235
g21628	-	1	-	1234405	1276748	7.496046	5.046041	7.589806
g21630	-	1	-	1326918	1338740	34.403828	23.159294	34.834148
g21631	-	1	-	1347875	1349544	3.025110	2.036384	3.062948
g21632	-	1	+	1349810	1357710	1.358553	0.914524	1.375546
g21633	-	1	-	1361058	1381745	20.275686	13.648788	20.529293
g21634	-	1	+	1385571	1392430	8.752013	5.891509	8.861483
g21635	-	1	-	1396451	1417415	130.115417	87.588547	131.742889
g21636	-	1	+	1417568	1425363	33.752068	22.720554	34.174236
g21637	-	1	-	1427003	1427857	4.003509	2.695004	4.053585
g21638	-	1	-	1431855	1441370	3.899823	2.625206	3.948602
g21640	-	1	-	1455017	1461600	4.912913	3.307178	4.974363
g21641	-	1	+	1461790	1482365	6.198967	4.172899	6.276504
g21642	-	1	-	1485768	1490221	49.448658	33.286877	50.067158
g21643	-	1	+	1498213	1500580	70.695656	47.589516	71.579910
g21644	-	1	-	1501925	1515543	7.088000	4.771361	7.176656
g21645	-	1	+	1515644	1593061	2.982306	2.007570	3.019608
g21648	-	1	-	1600981	1603957	84.347168	56.779171	85.402176
g21649	-	1	+	1604161	1611958	253.407410	170.583832	256.577026
g21650	-	1	-	1624523	1637721	178.761292	120.335014	180.997238
g21651	-	1	-	1639760	1648770	18.181231	12.238884	18.408640
g21652	-	1	+	1664341	1667185	23.028351	15.501774	23.316387
g21653	-	1	+	1671954	1700430	47.368427	31.886547	47.960911
g21655	-	1	-	1709460	1721830	1.723982	1.160516	1.745546
g21656	-	1	+	1721906	1725879	90.836098	61.147263	91.972267
g21657	-	1	-	1726722	1735015	105.672752	71.134712	106.994499
g21658	-	1	+	1737732	1742672	502.366638	338.173309	508.650208
g21659	-	1	-	1749946	1765665	9.076742	6.110103	9.190273
g21660	-	1	+	1765998	1773941	7.893433	5.313547	7.992164
g21661	-	1	-	1775583	1779292	613.134399	412.737762	620.803467
g21662	-	1	+	1779355	1781634	1673.567993	1126.579590	1694.500854
g21663	-	1	+	1788594	1809349	2.391456	1.609833	2.421368
g21664	-	1	+	1817015	1818862	1.649543	1.110407	1.670175
