Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21534	-	1	+	37447	52266	0.000000	0.000000	0.000000
g21535	-	1	-	58322	62557	0.000000	0.000000	0.000000
g21536	-	1	+	64466	84798	294.070068	288.194275	466.330292
g21537	-	1	+	88347	97184	8.532738	8.362246	13.531041
g21538	-	1	-	100215	109729	7.560327	7.409265	11.989012
g21539	-	1	+	109867	128510	68.206757	66.843918	108.160881
g21540	-	1	-	132854	139285	8.702753	8.528864	13.800647
g21554	-	1	-	323002	331686	0.000000	0.000000	0.000000
g21555	-	1	-	332282	348965	0.231481	0.226856	0.367078
g21558	-	1	-	361628	375371	0.504376	0.494298	0.799829
g21573	-	1	-	524298	537113	0.000000	0.000000	0.000000
g21592	-	1	-	707506	709230	0.518841	0.508474	0.822767
g21595	-	1	-	743708	771725	21.295889	20.870377	33.770580
g21603	-	1	+	875739	924977	9.133247	8.950757	14.483315
g21605	-	1	+	934505	935482	1.041321	1.020514	1.651306
g21609	-	1	-	952903	989352	12.371312	12.124122	19.618172
adi2mcaRNA13602_R4	-	1	-	1019983	1023744	0.000000	0.000000	0.000000
g21628	-	1	-	1234405	1276748	11.707891	11.473957	18.566133
g21630	-	1	-	1326918	1338740	2.734375	2.679739	4.336116
g21632	-	1	+	1349810	1357710	3.542672	3.471886	5.617897
g21633	-	1	-	1361058	1381745	26.241823	25.717485	41.613747
g21634	-	1	+	1385571	1392430	19.904991	19.507271	31.564928
g21635	-	1	-	1396451	1417415	41.543427	40.713348	65.878716
g21636	-	1	+	1417568	1425363	15.344353	15.037758	24.332760
g21637	-	1	-	1427003	1427857	22.196491	21.752983	35.198742
g21640	-	1	-	1455017	1461600	84.259010	82.575439	133.616211
g21641	-	1	+	1461790	1482365	3.601421	3.529461	5.711060
g21642	-	1	-	1485768	1490221	54.725117	53.631657	86.781967
g21643	-	1	+	1498213	1500580	348.682983	341.715973	552.934326
g21644	-	1	-	1501925	1515543	3.768889	3.693583	5.976627
g21645	-	1	+	1515644	1593061	0.842118	0.825292	1.335413
g21648	-	1	-	1600981	1603957	163.935333	160.659760	259.965271
g21649	-	1	+	1604161	1611958	557.977173	546.828247	884.828735
g21650	-	1	-	1624523	1637721	34.925808	34.227959	55.384628
g21651	-	1	-	1639760	1648770	4.322977	4.236600	6.855288
g21652	-	1	+	1664341	1667185	14.445876	14.157234	22.907974
g21653	-	1	+	1671954	1700430	1.133650	1.110999	1.797719
g21655	-	1	-	1709460	1721830	2.061086	2.019903	3.268428
g21656	-	1	+	1721906	1725879	9.233886	9.049384	14.642907
g21657	-	1	-	1726722	1735015	25.566910	25.056059	40.543480
g21658	-	1	+	1737732	1742672	462.788177	453.541229	733.880005
g21659	-	1	-	1749946	1765665	1.476907	1.447397	2.342049
g21660	-	1	+	1765998	1773941	8.017348	7.857154	12.713747
g21661	-	1	-	1775583	1779292	321.440857	315.018158	509.734314
g21662	-	1	+	1779355	1781634	620.965088	608.557617	984.713623
g21663	-	1	+	1788594	1809349	2.163916	2.120679	3.431494
g21665	-	1	+	1821776	1822537	8.103675	7.941756	12.850641
g21666	-	1	-	1823732	1824430	16.377682	16.050440	25.971392
g21667	-	1	+	1824608	1835679	4.204108	4.120106	6.666788
adi2mcaRNA15974_R0	-	1	-	1838697	1847254	23.782486	23.307289	37.713779
g21669	-	1	+	1847388	1850319	87.644356	85.893143	138.984619
g21672	-	1	+	1869053	1873028	22.398588	21.951044	35.519222
g21673	-	1	-	1874738	1876989	12.679487	12.426139	20.106871
g21674	-	1	+	1877095	1882171	1.907407	1.869295	3.024727
g21675	-	1	-	1883336	1889435	59.779125	58.584682	94.796509
adi2mcaRNA15965_R0	-	1	+	1892664	1901226	18.153847	17.791117	28.787996
g21677	-	1	-	1902335	1909826	28.954960	28.376413	45.916180
adi2mcaRNA15962_R0	-	1	+	1932948	1937713	2.246589	2.201700	3.562595
g21681	-	1	-	1938653	1940964	307.526215	301.381531	487.668762
g21683	-	1	+	1953301	1968254	7.119365	6.977113	11.289742
g21686	-	1	+	2007243	2036975	12.943083	12.684467	20.524876
g21690	-	1	+	2064873	2065865	16.632019	16.299696	26.374714
g21691	-	1	-	2071531	2083593	3.115942	3.053682	4.941197
g21692	-	1	+	2084265	2098448	25.919060	25.401173	41.101913
g21693	-	1	+	2103413	2104172	10.646552	10.433825	16.883083
adi2mcaRNA15941_R0	-	1	+	2136468	2169370	1.245283	1.220401	1.974744
g21696	-	1	-	2175815	2178349	37.439053	36.690987	59.370079
g21697	-	1	-	2183490	2184443	1.024109	1.003646	1.624011
g21698	-	1	-	2192681	2201442	3.078261	3.016754	4.881443
g21699	-	1	-	2206921	2207271	17.008547	16.668699	26.971804
g21700	-	1	-	2209757	2223543	55.211548	54.108368	87.553337
g21701	-	1	-	2230513	2232206	20.984674	20.565380	33.277065
g21702	-	1	+	2232380	2254937	34.337196	33.651108	54.451221
g21703	-	1	-	2256857	2267938	7.655622	7.502656	12.140128
g21704	-	1	+	2277230	2304315	5.141200	5.038474	8.152809
g21705	-	1	-	2311594	2345468	21.263552	20.838686	33.719303
g21706	-	1	+	2370843	2371787	31.593651	30.962379	50.100563
g21708	-	1	-	2398989	2401514	13.127451	12.865151	20.817242
g21709	-	1	+	2402222	2416695	2.875780	2.818319	4.560353
g21713	-	1	-	2457801	2480051	3.817003	3.740736	6.052925
g21714	-	1	+	2483360	2488971	27.274622	26.729650	43.251537
g21716	-	1	-	2506259	2521776	52.621044	51.569626	83.445374
g21727	-	1	+	2680167	2723369	16.191751	15.868225	25.676546
g21728	-	1	+	2731650	2732693	0.000000	0.000000	0.000000
g21730	-	1	-	2748256	2760020	5.400169	5.292268	8.563478
g21732	-	1	-	2779907	2789826	0.000000	0.000000	0.000000
g21733	-	1	+	2802080	2810921	2.611607	2.559425	4.141433
g21740	-	1	-	2881617	2888372	0.000000	0.000000	0.000000
g21743	-	1	+	2902908	2918764	15.673311	15.360144	24.854414
g21744	-	1	-	2920847	2924472	7.238938	7.094297	11.479360
g21745	-	1	-	2937235	2955005	38.596825	37.825623	61.206051
g21747	-	1	+	2961767	2979106	0.000000	0.000000	0.000000
adi2mcaRNA331_R0	-	1	-	2991798	3049901	9.210671	9.026633	14.606093
g21750	-	1	-	3062915	3067597	7.414462	7.266314	11.757702
g21751	-	1	+	3068049	3089658	42.055302	41.215000	66.690430
g21752	-	1	-	3091241	3097303	17.335102	16.988729	27.489649
g21753	-	1	+	3098199	3120601	24.881083	24.383934	39.455910
g21754	-	1	+	3125992	3152597	438.717072	429.951111	695.708496
g21755	-	1	+	3165614	3172746	89.609871	87.819382	142.101501
g21756	-	1	+	3176728	3177291	0.000000	0.000000	0.000000
g21761	-	1	+	3194175	3199090	184.923141	181.228210	293.247314
g21763	-	1	-	3217532	3220768	12.629170	12.376827	20.027079
adi2mcaRNA5182_R2	-	2	-	316126	317115	0.253536	0.248470	0.402052
g21878	-	2	+	553648	598651	0.749015	0.734049	1.187773
g21879	-	2	-	607474	624823	19.836584	19.440229	31.456448
g21892	-	2	-	765502	766458	0.313480	0.307216	0.497110
g21894	-	2	+	781138	820334	6.515798	6.385606	10.332619
g21898	-	2	+	884061	886955	0.241550	0.236724	0.383045
g21901	-	2	-	961956	987338	7.486939	7.337343	11.872634
g21903	-	2	+	1009003	1029567	579.252869	567.678833	918.567322
g21904	-	2	-	1041522	1062656	71.275177	69.851028	113.026711
g21905	-	2	+	1067970	1068872	2.708749	2.654626	4.295478
g21906	-	2	-	1071974	1129475	137.520462	134.772675	218.077133
g21907	-	2	-	1145506	1156476	7.155827	7.012847	11.347564
g21908	-	2	+	1156860	1160519	0.000000	0.000000	0.000000
g21909	-	2	+	1177892	1219935	0.000000	0.000000	0.000000
g21910	-	2	-	1234675	1235748	12.387337	12.139827	19.643585
adi2mcaRNA30308_R0	-	2	-	1365735	1370798	0.000000	0.000000	0.000000
g21947	-	2	+	1677919	1693133	0.000000	0.000000	0.000000
adi2mcaRNA39219_R2	-	2	+	2319828	2323168	0.000000	0.000000	0.000000
g22043	-	2	+	2381002	2387851	0.000000	0.000000	0.000000
g22044	-	2	-	2388599	2389980	18.424799	18.056654	29.217667
g22055	-	2	-	2433275	2433961	1.072777	1.051342	1.701188
g22056	-	2	-	2434014	2439746	0.000000	0.000000	0.000000
adi2mcaRNA28641_R5	-	2	-	2491978	2493689	0.000000	0.000000	0.000000
adi2mcaRNA13580_R0	-	2	-	2784406	2799781	24.619919	24.127991	39.041759
g22134	-	2	-	2893780	2896901	0.000000	0.000000	0.000000
g22179	-	2	+	3069944	3072761	0.000000	0.000000	0.000000
g22248	-	3	-	39993	42230	0.709477	0.695301	1.125074
g22249	-	3	+	46351	55333	0.000000	0.000000	0.000000
g22250	-	3	+	55562	57264	0.000000	0.000000	0.000000
g22252	-	3	+	72739	103818	10.554379	10.343493	16.736917
g22253	-	3	-	105498	107241	341.590637	334.765320	541.687378
g22254	-	3	+	108354	114468	17.989071	17.629633	28.526697
g22258	-	3	+	153185	202767	3.672371	3.598994	5.823571
g22259	-	3	-	215485	221741	0.242656	0.237807	0.384799
g22260	-	3	+	222203	225087	31.010527	30.390907	49.175854
adi2mcaRNA4380_R0	-	3	-	230132	254017	17.774256	17.419109	28.186050
g22264	-	3	+	273299	288416	19.381201	18.993946	30.734308
g22265	-	3	+	288805	292767	5.543390	5.432628	8.790594
g22266	-	3	-	293033	360001	29.363016	28.776316	46.563267
g22267	-	3	-	363434	374928	0.000000	0.000000	0.000000
g22269	-	3	+	402702	405516	9.785047	9.589533	15.516927
g22270	-	3	-	407601	408480	133.352341	130.687836	211.467407
g22271	-	3	+	409065	421159	1.048591	1.027639	1.662834
g22272	-	3	-	423585	431119	8.886115	8.708562	14.091419
g22273	-	3	+	433538	451455	1.485869	1.456180	2.356261
g22275	-	3	+	463107	464282	26.157312	25.634665	41.479729
g22276	-	3	+	466494	485984	6.466866	6.337652	10.255023
g22277	-	3	+	488690	499775	58.851444	57.675537	93.325409
g22278	-	3	+	502726	527931	48.708660	47.735416	77.241196
g22281	-	3	-	537718	538995	677.738403	664.196533	1074.743652
g22283	-	3	-	546510	547058	5.322405	5.216058	8.440161
g22285	-	3	-	560929	561477	6.864299	6.727144	10.885264
g22288	-	3	-	640493	657587	36.149902	35.427593	57.325775
g22289	-	3	-	659016	662048	145.741592	142.829544	231.114044
adi2mcaRNA4360_R0	-	3	+	662247	692572	4.662352	4.569194	7.393462
adi2mcaRNA4352_R9	-	3	-	694822	699876	5.125369	5.022959	8.127705
g22292	-	4	+	150	1549	6.900000	6.762132	10.941878
g22293	-	4	+	3966	5045	0.588784	0.577020	0.933682
g22294	-	4	-	5852	6586	0.000000	0.000000	0.000000
g22295	-	4	+	9618	19952	5.824623	5.708241	9.236567
g22296	-	4	-	24805	79004	1.378995	1.351441	2.186782
g22297	-	4	+	81907	151576	10.711667	10.497638	16.986341
g22301	-	4	-	223874	307635	4.594922	4.503111	7.286533
adi2mcaRNA33759_R0	-	4	+	337718	341309	0.000000	0.000000	0.000000
adi2mcaRNA23975_R0	-	4	-	355546	394427	5.285599	5.179988	8.381794
g22307	-	4	+	402886	416463	0.000000	0.000000	0.000000
g22315	-	4	+	471405	519898	8.415752	8.247598	13.345527
g22316	-	4	+	526459	529793	0.000000	0.000000	0.000000
g22317	-	4	-	553046	574067	2.295099	2.249241	3.639521
g22318	-	4	+	581748	614954	1.177858	1.154323	1.867823
g22319	-	4	+	621279	625110	118.906670	116.530800	188.559753
g22324	-	4	+	681723	687038	0.000000	0.000000	0.000000
g22325	-	4	-	732096	736329	49.905525	48.908363	79.139153
g22326	-	4	+	736760	741666	0.000000	0.000000	0.000000
g22327	-	4	-	743618	759498	0.000000	0.000000	0.000000
g22329	-	4	-	778251	779183	0.518757	0.508392	0.822634
g22330	-	4	-	784630	817728	10.861915	10.644884	17.224602
g22331	-	4	+	818147	834774	1.573071	1.541640	2.494544
g22333	-	4	-	853818	865690	6.643875	6.511125	10.535721
g22334	-	4	+	865818	866129	219.253204	214.872330	347.687225
g22335	-	4	-	867417	871776	0.000000	0.000000	0.000000
g22336	-	4	+	872020	886138	16.046085	15.725470	25.445553
