Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21533	-	1	-	22321	27293	0.000000	0.000000	0.000000
g21534	-	1	+	37447	52266	0.000000	0.000000	0.000000
g21535	-	1	-	58322	62557	13.063428	6.532745	11.290160
g21536	-	1	+	64466	84798	287.618652	143.832031	248.576447
g21537	-	1	+	88347	97184	4.251488	2.126080	3.674378
g21538	-	1	-	100215	109729	21.638037	10.820726	18.700825
g21539	-	1	+	109867	128510	66.756653	33.383595	57.694908
g21540	-	1	-	132854	139285	30.358631	15.181710	26.237661
adi2mcaRNA35138_R7	-	1	-	305973	306875	0.000000	0.000000	0.000000
g21554	-	1	-	323002	331686	0.000000	0.000000	0.000000
g21555	-	1	-	332282	348965	5.757407	2.879158	4.975880
g21556	-	1	+	349160	352265	51.570705	25.789421	44.570343
g21557	-	1	+	353765	356968	23.070988	11.537314	19.939264
g21558	-	1	-	361628	375371	10.951273	5.476501	9.464715
adi2mcaRNA12716_R2	-	1	-	479697	491534	1.509215	0.754727	1.304350
g21573	-	1	-	524298	537113	2.701176	1.350801	2.334510
g21581	-	1	+	607804	608337	3.739700	1.870145	3.232062
g21588	-	1	-	666567	668312	0.323024	0.161537	0.279176
g21595	-	1	-	743708	771725	113.166809	56.592335	97.805214
g21603	-	1	+	875739	924977	12.698361	6.350183	10.974648
g21606	-	1	-	935674	936417	0.201613	0.100822	0.174245
g21609	-	1	-	952903	989352	54.000000	27.004261	46.669880
g21623	-	1	-	1169258	1175136	0.000000	0.000000	0.000000
g21625	-	1	-	1182106	1183374	0.138692	0.069357	0.119866
g21628	-	1	-	1234405	1276748	54.513294	27.260948	47.113503
g21629	-	1	+	1296441	1298102	0.104091	0.052054	0.089961
g21630	-	1	-	1326918	1338740	44.615234	22.311136	38.559032
g21631	-	1	-	1347875	1349544	2.188281	1.094313	1.891237
g21632	-	1	+	1349810	1357710	1.248023	0.624110	1.078613
g21633	-	1	-	1361058	1381745	34.507565	17.256504	29.823406
g21634	-	1	+	1385571	1392430	16.628019	8.315322	14.370883
g21635	-	1	-	1396451	1417415	135.531693	67.776543	117.134224
g21636	-	1	+	1417568	1425363	41.777550	20.892071	36.106541
g21637	-	1	-	1427003	1427857	10.832748	5.417229	9.362279
g21638	-	1	-	1431855	1441370	1.515071	0.757655	1.309411
g21640	-	1	-	1455017	1461600	18.391891	9.197397	15.895323
g21641	-	1	+	1461790	1482365	11.133075	5.567416	9.621839
g21642	-	1	-	1485768	1490221	159.465240	79.745201	137.818970
g21643	-	1	+	1498213	1500580	191.304062	95.667122	165.335892
g21644	-	1	-	1501925	1515543	11.616445	5.809139	10.039595
g21645	-	1	+	1515644	1593061	2.771096	1.385767	2.394939
g21648	-	1	-	1600981	1603957	163.672318	81.849068	141.454956
g21649	-	1	+	1604161	1611958	224.350433	112.192924	193.896439
g21650	-	1	-	1624523	1637721	206.110352	103.071442	178.132324
g21651	-	1	-	1639760	1648770	39.713596	19.859932	34.322754
g21652	-	1	+	1664341	1667185	59.109974	29.559650	51.086212
g21653	-	1	+	1671954	1700430	69.365158	34.688053	59.949329
g21655	-	1	-	1709460	1721830	1.788839	0.894561	1.546017
g21656	-	1	+	1721906	1725879	23.863720	11.933743	20.624388
g21657	-	1	-	1726722	1735015	111.998787	56.008232	96.795738
