Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21535	-	1	-	58322	62557	0.585695	0.378463	0.591552
g21536	-	1	+	64466	84798	342.862732	221.550201	346.291412
g21537	-	1	+	88347	97184	2.092262	1.351973	2.113185
g21538	-	1	-	100215	109729	18.159510	11.734268	18.341108
g21539	-	1	+	109867	128510	108.460106	70.084488	109.544731
g21540	-	1	-	132854	139285	13.975075	9.030380	14.114829
g21555	-	1	-	332282	348965	1.655556	1.069783	1.672112
g21558	-	1	-	361628	375371	6.443119	4.163399	6.507552
adi2mcaRNA12716_R2	-	1	-	479697	491534	0.000000	0.000000	0.000000
g21573	-	1	-	524298	537113	0.000000	0.000000	0.000000
g21581	-	1	+	607804	608337	1.629213	1.052761	1.645505
g21592	-	1	-	707506	709230	0.127536	0.082411	0.128811
g21595	-	1	-	743708	771725	17.255735	11.150270	17.428297
g21603	-	1	+	875739	924977	10.686287	6.905239	10.793152
g21605	-	1	+	934505	935482	1.180982	0.763124	1.192792
g21609	-	1	-	952903	989352	51.425907	33.230267	51.940178
g21628	-	1	-	1234405	1276748	21.528688	13.911356	21.743979
g21630	-	1	-	1326918	1338740	28.296766	18.284735	28.579739
g21632	-	1	+	1349810	1357710	2.022478	1.306880	2.042703
g21633	-	1	-	1361058	1381745	26.586060	17.179316	26.851927
g21634	-	1	+	1385571	1392430	16.645733	10.756100	16.812193
g21635	-	1	-	1396451	1417415	86.616585	55.969700	87.482765
g21636	-	1	+	1417568	1425363	18.296143	11.822556	18.479107
g21637	-	1	-	1427003	1427857	26.638596	17.213264	26.904987
g21640	-	1	-	1455017	1461600	60.783783	39.277119	61.391636
g21641	-	1	+	1461790	1482365	6.124677	3.957629	6.185925
g21642	-	1	-	1485768	1490221	95.317680	61.592148	96.270874
g21643	-	1	+	1498213	1500580	447.632233	289.249939	452.108643
g21644	-	1	-	1501925	1515543	2.954667	1.909240	2.984214
g21645	-	1	+	1515644	1593061	0.000000	0.000000	0.000000
g21648	-	1	-	1600981	1603957	199.979385	129.222198	201.979233
g21649	-	1	+	1604161	1611958	655.803406	423.765472	662.361572
g21650	-	1	-	1624523	1637721	116.349998	75.182762	117.513527
g21651	-	1	-	1639760	1648770	11.534628	7.453418	11.649977
g21652	-	1	+	1664341	1667185	33.420105	21.595324	33.754311
g21653	-	1	+	1671954	1700430	25.822262	16.685766	26.080490
g21655	-	1	-	1709460	1721830	3.474359	2.245053	3.509103
g21656	-	1	+	1721906	1725879	3.430939	2.216996	3.465249
g21657	-	1	-	1726722	1735015	64.182480	41.473282	64.824318
g21658	-	1	+	1737732	1742672	989.840088	639.612488	999.738647
g21659	-	1	-	1749946	1765665	9.597207	6.201500	9.693181
g21660	-	1	+	1765998	1773941	9.172243	5.926898	9.263968
g21661	-	1	-	1775583	1779292	232.881714	150.482941	235.210571
g21662	-	1	+	1779355	1781634	1244.246704	804.004333	1256.689331
g21663	-	1	+	1788594	1809349	4.555189	2.943461	4.600742
g21665	-	1	+	1821776	1822537	19.686352	12.720879	19.883219
g21666	-	1	-	1823732	1824430	2.785408	1.799868	2.813263
g21667	-	1	+	1824608	1835679	3.441758	2.223987	3.476176
adi2mcaRNA15974_R0	-	1	-	1838697	1847254	35.001884	22.617434	35.351910
g21669	-	1	+	1847388	1850319	59.570866	38.493359	60.166584
g21671	-	1	+	1856734	1862442	0.000000	0.000000	0.000000
g21672	-	1	+	1869053	1873028	28.743385	18.573332	29.030827
g21673	-	1	-	1874738	1876989	20.194872	13.049473	20.396826
g21674	-	1	+	1877095	1882171	7.495885	4.843673	7.570846
g21675	-	1	-	1883336	1889435	19.830097	12.813765	20.028402
adi2mcaRNA15965_R0	-	1	+	1892664	1901226	40.962181	26.468842	41.371811
g21677	-	1	-	1902335	1909826	8.245783	5.328240	8.328242
adi2mcaRNA15962_R0	-	1	+	1932948	1937713	5.471735	3.535712	5.526453
g21681	-	1	-	1938653	1940964	274.000000	177.052658	276.740051
g21683	-	1	+	1953301	1968254	14.041904	9.073564	14.182326
g21686	-	1	+	2007243	2036975	23.760849	15.353728	23.998461
g21687	-	1	+	2041709	2042566	5.227273	3.377747	5.279547
g21690	-	1	+	2064873	2065865	42.495819	27.459846	42.920788
g21691	-	1	-	2071531	2083593	1.576993	1.019018	1.592763
g21692	-	1	+	2084265	2098448	29.273859	18.916111	29.566605
g21693	-	1	+	2103413	2104172	10.135057	6.549047	10.236409
