Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21535	-	1	-	58322	62557	0.185223	0.260925	0.413613
g21536	-	1	+	64466	84798	329.495636	464.163788	735.781921
g21537	-	1	+	88347	97184	5.188988	7.309780	11.587296
g21538	-	1	-	100215	109729	8.382413	11.808388	18.718390
g21539	-	1	+	109867	128510	47.245308	66.554932	105.501373
g21540	-	1	-	132854	139285	3.170759	4.466680	7.080479
g21556	-	1	+	349160	352265	0.000000	0.000000	0.000000
g21558	-	1	-	361628	375371	0.000000	0.000000	0.000000
adi2mcaRNA12716_R2	-	1	-	479697	491534	0.000000	0.000000	0.000000
g21573	-	1	-	524298	537113	0.548627	0.772856	1.225114
g21595	-	1	-	743708	771725	13.354091	18.812040	29.820419
g21603	-	1	+	875739	924977	7.366969	10.377923	16.450848
g21605	-	1	+	934505	935482	1.109197	1.562537	2.476898
g21609	-	1	-	952903	989352	5.360800	7.551812	11.970962
g21628	-	1	-	1234405	1276748	5.106007	7.192883	11.401995
g21630	-	1	-	1326918	1338740	1.042969	1.469241	2.329007
g21631	-	1	-	1347875	1349544	0.000000	0.000000	0.000000
g21632	-	1	+	1349810	1357710	2.853070	4.019148	6.371062
g21633	-	1	-	1361058	1381745	18.834986	26.533030	42.059559
g21634	-	1	+	1385571	1392430	7.349436	10.353223	16.411695
g21635	-	1	-	1396451	1417415	38.502739	54.239193	85.978737
g21636	-	1	+	1417568	1425363	11.750689	16.553312	26.239935
g21637	-	1	-	1427003	1427857	17.877193	25.183779	39.920757
g21640	-	1	-	1455017	1461600	54.252991	76.426727	121.149910
g21641	-	1	+	1461790	1482365	3.773902	5.316333	8.427331
g21642	-	1	-	1485768	1490221	50.708530	71.433609	113.234940
g21643	-	1	+	1498213	1500580	248.255432	349.719879	554.368042
g21644	-	1	-	1501925	1515543	3.813778	5.372507	8.516376
g21645	-	1	+	1515644	1593061	0.359936	0.507045	0.803757
g21648	-	1	-	1600981	1603957	81.934502	115.421944	182.964249
g21649	-	1	+	1604161	1611958	309.387451	435.837189	690.879211
g21650	-	1	-	1624523	1637721	24.803764	34.941307	55.388168
g21651	-	1	-	1639760	1648770	1.867961	2.631415	4.171259
g21652	-	1	+	1664341	1667185	5.497423	7.744275	12.276048
g21653	-	1	+	1671954	1700430	0.457098	0.643919	1.020725
g21656	-	1	+	1721906	1725879	8.314918	11.713306	18.567667
g21657	-	1	-	1726722	1735015	31.569344	44.472050	70.496078
g21658	-	1	+	1737732	1742672	342.467896	482.437927	764.749634
g21659	-	1	-	1749946	1765665	0.197995	0.278918	0.442134
g21660	-	1	+	1765998	1773941	7.495663	10.559215	16.738228
g21661	-	1	-	1775583	1779292	221.211029	311.622192	493.976379
g21662	-	1	+	1779355	1781634	552.072205	777.709534	1232.807495
g21663	-	1	+	1788594	1809349	0.303997	0.428244	0.678842
g21664	-	1	+	1817015	1818862	1.232877	1.736766	2.753082
g21665	-	1	+	1821776	1822537	2.162730	3.046659	4.829495
g21666	-	1	-	1823732	1824430	12.507869	17.619959	27.930759
g21667	-	1	+	1824608	1835679	4.532501	6.384979	10.121324
adi2mcaRNA15974_R0	-	1	-	1838697	1847254	14.773540	20.811632	32.990128
g21669	-	1	+	1847388	1850319	52.791340	74.367683	117.885963
g21671	-	1	+	1856734	1862442	1.323283	1.864122	2.954964
g21672	-	1	+	1869053	1873028	14.847883	20.916361	33.156139
g21673	-	1	-	1874738	1876989	11.166667	15.730595	24.935781
g21674	-	1	+	1877095	1882171	5.046296	7.108768	11.268657
g21675	-	1	-	1883336	1889435	23.173140	32.644234	51.746895
adi2mcaRNA15965_R0	-	1	+	1892664	1901226	14.685256	20.687265	32.792984
g21677	-	1	-	1902335	1909826	16.168274	22.776407	36.104645
adi2mcaRNA15962_R0	-	1	+	1932948	1937713	1.825536	2.571651	4.076522
g21681	-	1	-	1938653	1940964	205.737946	289.825104	459.424164
g21683	-	1	+	1953301	1968254	2.321905	3.270890	5.184941
g21686	-	1	+	2007243	2036975	11.113377	15.655524	24.816782
g21690	-	1	+	2064873	2065865	18.157705	25.578939	40.547157
g21691	-	1	-	2071531	2083593	3.497283	4.926657	7.809625
g21692	-	1	+	2084265	2098448	15.616481	21.999092	34.872459
g21693	-	1	+	2103413	2104172	8.218390	11.577329	18.352118
adi2mcaRNA15941_R0	-	1	+	2136468	2169370	0.930818	1.311253	2.078568
g21696	-	1	-	2175815	2178349	27.763708	39.111012	61.997887
g21697	-	1	-	2183490	2184443	0.351153	0.494673	0.784144
g21698	-	1	-	2192681	2201442	2.130435	3.001165	4.757379
g21699	-	1	-	2206921	2207271	13.601140	19.160061	30.372093
g21700	-	1	-	2209757	2223543	45.180389	63.646065	100.890289
g21701	-	1	-	2230513	2232206	17.555555	24.730686	39.202522
g21702	-	1	+	2232380	2254937	26.035288	36.676170	58.138229
g21703	-	1	-	2256857	2267938	4.374498	6.162398	9.768495
g21704	-	1	+	2277230	2304315	2.356395	3.319477	5.261960
g21705	-	1	-	2311594	2345468	12.884735	18.150854	28.772322
g21706	-	1	+	2370843	2371787	13.475132	18.982553	30.090710
g21708	-	1	-	2398989	2401514	19.303921	27.193626	43.106716
g21709	-	1	+	2402222	2416695	0.643571	0.906605	1.437129
g21713	-	1	-	2457801	2480051	0.000000	0.000000	0.000000
g21714	-	1	+	2483360	2488971	14.446970	20.351589	32.260880
g21716	-	1	-	2506259	2521776	37.988594	53.514908	84.830620
g21721	-	1	+	2548946	2617412	0.000000	0.000000	0.000000
g21727	-	1	+	2680167	2723369	8.650445	12.185967	19.316919
g21730	-	1	-	2748256	2760020	0.590525	0.831878	1.318675
g21732	-	1	-	2779907	2789826	2.021164	2.847234	4.513371
g21733	-	1	+	2802080	2810921	3.933036	5.540507	8.782685
g21739	-	1	+	2861041	2874369	0.455672	0.641910	1.017541
g21740	-	1	-	2881617	2888372	1.812087	2.552705	4.046490
g21742	-	1	-	2898393	2899355	0.494289	0.696310	1.103775
g21743	-	1	+	2902908	2918764	10.799557	15.213443	24.116005
g21744	-	1	-	2920847	2924472	6.216322	8.756994	13.881389
g21745	-	1	-	2937235	2955005	18.961538	26.711308	42.342155
adi2mcaRNA331_R0	-	1	-	2991798	3049901	5.812830	8.188592	12.980369
g21750	-	1	-	3062915	3067597	5.458554	7.689519	12.189251
g21751	-	1	+	3068049	3089658	21.126402	29.760973	47.176418
g21752	-	1	-	3091241	3097303	11.157383	15.717516	24.915051
g21753	-	1	+	3098199	3120601	13.524025	19.051428	30.199892
g21754	-	1	+	3125992	3152597	330.505615	465.586548	738.037170
g21755	-	1	+	3165614	3172746	78.206650	110.170479	174.639740
g21756	-	1	+	3176728	3177291	0.011127	0.015675	0.024847
g21761	-	1	+	3194175	3199090	137.697952	193.976471	307.487091
g21763	-	1	-	3217532	3220768	7.213219	10.161334	16.107515
g21878	-	2	+	553648	598651	0.315209	0.444038	0.703879
g21879	-	2	-	607474	624823	16.492613	23.233307	36.828911
g21894	-	2	+	781138	820334	6.714060	9.458162	14.992865
g21901	-	2	-	961956	987338	4.735206	6.670532	10.573976
g21902	-	2	-	990398	1006841	0.307373	0.432999	0.686381
g21903	-	2	+	1009003	1029567	461.064819	649.506592	1029.583130
g21904	-	2	-	1041522	1062656	51.659573	72.773354	115.358665
g21905	-	2	+	1067970	1068872	1.574751	2.218367	3.516505
g21906	-	2	-	1071974	1129475	98.398018	138.614273	219.728180
g21907	-	2	-	1145506	1156476	6.498645	9.154706	14.511831
g21908	-	2	+	1156860	1160519	1.114583	1.570124	2.488925
g21909	-	2	+	1177892	1219935	0.431965	0.608513	0.964602
g21910	-	2	-	1234675	1235748	9.685288	13.643762	21.627781
g21916	-	2	-	1304194	1322331	0.000000	0.000000	0.000000
g21947	-	2	+	1677919	1693133	0.000000	0.000000	0.000000
g21993	-	2	+	2067446	2068402	0.541275	0.762499	1.208697
g22043	-	2	+	2381002	2387851	0.350235	0.493379	0.782094
g22044	-	2	-	2388599	2389980	6.088414	8.576810	13.595763
g22056	-	2	-	2434014	2439746	0.000000	0.000000	0.000000
adi2mcaRNA13580_R0	-	2	-	2784406	2799781	19.179369	27.018167	42.828583
g22248	-	3	-	39993	42230	0.934213	1.316035	2.086149
g22252	-	3	+	72739	103818	6.980590	9.833627	15.588041
g22253	-	3	-	105498	107241	281.339172	396.325287	628.245850
g22254	-	3	+	108354	114468	9.417122	13.265993	21.028952
g22255	-	3	+	123378	124586	0.234905	0.330913	0.524556
g22257	-	3	+	140676	153160	0.132730	0.186978	0.296393
g22258	-	3	+	153185	202767	1.491374	2.100913	3.330320
g22260	-	3	+	222203	225087	16.915789	23.829439	37.773884
adi2mcaRNA4380_R0	-	3	-	230132	254017	12.933490	18.219536	28.881195
g22264	-	3	+	273299	288416	17.146376	24.154268	38.288799
g22265	-	3	+	288805	292767	2.373885	3.344115	5.301016
g22266	-	3	-	293033	360001	18.853746	26.559460	42.101452
g22267	-	3	-	363434	374928	0.854449	1.203671	1.908032
g22269	-	3	+	402702	405516	7.180686	10.115503	16.034866
g22270	-	3	-	407601	408480	93.700294	131.996536	209.237915
g22271	-	3	+	409065	421159	0.000000	0.000000	0.000000
g22272	-	3	-	423585	431119	4.111284	5.791606	9.180722
g22273	-	3	+	433538	451455	1.474647	2.077350	3.292968
g22275	-	3	+	463107	464282	23.212585	32.699799	51.834980
g22276	-	3	+	466494	485984	3.207126	4.517910	7.161689
g22277	-	3	+	488690	499775	37.807858	53.260303	84.427017
g22278	-	3	+	502726	527931	38.430294	54.137138	85.816963
g22281	-	3	-	537718	538995	393.950012	554.961304	879.712036
g22282	-	3	-	541328	541849	0.406130	0.572119	0.906911
g22283	-	3	-	546510	547058	2.775956	3.910517	6.198863
g22285	-	3	-	560929	561477	0.790528	1.113625	1.765293
g22288	-	3	-	640493	657587	26.695568	37.606312	59.612671
g22289	-	3	-	659016	662048	94.412842	133.000305	210.829056
adi2mcaRNA4360_R0	-	3	+	662247	692572	3.785112	5.332125	8.452363
