Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21534	-	1	+	37447	52266	0.126943	0.098645	0.163995
g21535	-	1	-	58322	62557	1.660594	1.290421	2.145287
g21536	-	1	+	64466	84798	425.141144	330.370300	549.230957
g21537	-	1	+	88347	97184	8.505208	6.609259	10.987700
g21538	-	1	-	100215	109729	11.016360	8.560635	14.231805
g21539	-	1	+	109867	128510	93.205376	72.428383	120.410072
g21540	-	1	-	132854	139285	6.489211	5.042661	8.383276
g21554	-	1	-	323002	331686	0.000000	0.000000	0.000000
g21555	-	1	-	332282	348965	2.278704	1.770744	2.943810
g21556	-	1	+	349160	352265	2.936027	2.281539	3.792992
g21557	-	1	+	353765	356968	0.000000	0.000000	0.000000
g21558	-	1	-	361628	375371	0.000000	0.000000	0.000000
g21573	-	1	-	524298	537113	0.000000	0.000000	0.000000
g21592	-	1	-	707506	709230	0.311884	0.242360	0.402916
g21595	-	1	-	743708	771725	36.449532	28.324339	47.088387
g21603	-	1	+	875739	924977	14.959034	11.624423	19.325262
g21605	-	1	+	934505	935482	0.707566	0.549838	0.914090
g21609	-	1	-	952903	989352	15.396067	11.964034	19.889856
g21628	-	1	-	1234405	1276748	16.012228	12.442842	20.685862
g21630	-	1	-	1326918	1338740	1.867188	1.450961	2.412181
g21632	-	1	+	1349810	1357710	1.285088	0.998621	1.660178
g21633	-	1	-	1361058	1381745	42.766823	33.233406	55.249565
g21634	-	1	+	1385571	1392430	13.064412	10.152143	16.877640
g21635	-	1	-	1396451	1417415	63.557903	49.389816	82.109123
g21636	-	1	+	1417568	1425363	17.685951	13.743465	22.848110
g21637	-	1	-	1427003	1427857	19.617544	15.244475	25.343494
g21640	-	1	-	1455017	1461600	48.463215	37.659981	62.608612
g21641	-	1	+	1461790	1482365	5.803617	4.509897	7.497571
g21642	-	1	-	1485768	1490221	95.194588	73.974174	122.979889
g21643	-	1	+	1498213	1500580	385.785889	299.787964	498.388702
g21644	-	1	-	1501925	1515543	5.966222	4.636254	7.707637
g21645	-	1	+	1515644	1593061	2.246597	1.745794	2.902332
g21648	-	1	-	1600981	1603957	172.545776	134.082520	222.908264
g21649	-	1	+	1604161	1611958	427.749298	332.397064	552.600342
g21650	-	1	-	1624523	1637721	30.339247	23.576138	39.194637
g21651	-	1	-	1639760	1648770	4.790291	3.722457	6.188477
g21652	-	1	+	1664341	1667185	22.780928	17.702690	29.430202
g21653	-	1	+	1671954	1700430	0.961250	0.746972	1.241819
g21655	-	1	-	1709460	1721830	0.771493	0.599515	0.996676
g21656	-	1	+	1721906	1725879	11.027624	8.569387	14.246356
g21657	-	1	-	1726722	1735015	48.048660	37.337837	62.073055
g21658	-	1	+	1737732	1742672	746.648621	580.208557	964.579712
g21659	-	1	-	1749946	1765665	1.150734	0.894217	1.486609
g21660	-	1	+	1765998	1773941	10.726146	8.335114	13.856883
g21661	-	1	-	1775583	1779292	284.555115	221.123169	367.610779
g21662	-	1	+	1779355	1781634	970.406738	754.087341	1253.648071
g21663	-	1	+	1788594	1809349	2.405757	1.869475	3.107947
g21664	-	1	+	1817015	1818862	1.148402	0.892404	1.483596
g21665	-	1	+	1821776	1822537	11.162729	8.674376	14.420896
g21666	-	1	-	1823732	1824430	17.862661	13.880785	23.076399
