Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21533	-	1	-	22321	27293	0.078376	0.045846	0.063300
g21534	-	1	+	37447	52266	0.415083	0.242804	0.335241
g21535	-	1	-	58322	62557	20.557692	12.025292	16.603397
g21536	-	1	+	64466	84798	19.790491	11.576517	15.983768
g21537	-	1	+	88347	97184	103.210190	60.373158	83.357597
g21538	-	1	-	100215	109729	51.457054	30.099981	41.559235
g21539	-	1	+	109867	128510	18.840588	11.020867	15.216579
g21540	-	1	-	132854	139285	13.825892	8.087503	11.166467
g21543	-	1	+	156444	157268	0.256970	0.150315	0.207542
adi2mcaRNA35138_R7	-	1	-	305973	306875	0.000000	0.000000	0.000000
g21554	-	1	-	323002	331686	445.673279	260.698120	359.947540
g21555	-	1	-	332282	348965	26.437037	15.464437	21.351843
g21556	-	1	+	349160	352265	26.094276	15.263938	21.075012
g21557	-	1	+	353765	356968	42.226852	24.700745	34.104469
g21559	-	1	+	396421	397020	1.648333	0.964198	1.331274
g21560	-	1	+	401783	403405	1.057917	0.618832	0.854425
g21563	-	1	-	428004	428435	0.500000	0.292477	0.403824
g21564	-	1	+	435136	440238	0.000000	0.000000	0.000000
adi2mcaRNA12716_R2	-	1	-	479697	491534	0.120192	0.070307	0.097073
g21581	-	1	+	607804	608337	6.264045	3.664175	5.059149
g21583	-	1	+	622962	633865	57.732075	33.770580	46.627247
adi2mcaRNA40589_R3	-	1	-	683868	685398	0.000000	0.000000	0.000000
g21590	-	1	-	702479	702886	0.125490	0.073406	0.101352
g21592	-	1	-	707506	709230	0.464928	0.271961	0.375499
g21595	-	1	-	743708	771725	18.400692	10.763549	14.861299
g21596	-	1	-	778826	781380	0.000000	0.000000	0.000000
g21601	-	1	-	820948	851855	0.034120	0.019959	0.027557
g21603	-	1	+	875739	924977	24.119017	14.108503	19.479696
adi2mcaRNA24085_R9	-	1	+	928080	933095	1.287626	0.753201	1.039950
g21605	-	1	+	934505	935482	0.442801	0.259018	0.357628
g21606	-	1	-	935674	936417	6.051424	3.539802	4.887426
g21607	-	1	-	938963	941032	7.218358	4.222404	5.829899
g21608	-	1	+	945184	946113	21.276344	12.445672	17.183815
g21609	-	1	-	952903	989352	16.287521	9.527443	13.154598
adi2mcaRNA13602_R4	-	1	-	1019983	1023744	0.505388	0.295628	0.408176
adi2mcaRNA24914_R2	-	1	+	1033570	1040048	0.000000	0.000000	0.000000
g21614	-	1	+	1045444	1046427	0.650406	0.380457	0.525300
adi2mcaRNA37268_R9	-	1	-	1093244	1096926	0.000000	0.000000	0.000000
g21619	-	1	-	1101300	1101608	2.951456	1.726465	2.383740
g21620	-	1	+	1121855	1134134	0.324235	0.189662	0.261868
g21621	-	1	+	1141502	1142461	3.822917	2.236228	3.087575
g21622	-	1	-	1166624	1169197	1.417117	0.828948	1.144533
g21623	-	1	-	1169258	1175136	0.311111	0.181985	0.251268
g21626	-	1	-	1201514	1202251	0.422764	0.247297	0.341445
g21627	-	1	+	1207527	1210254	0.000000	0.000000	0.000000
g21628	-	1	-	1234405	1276748	12.191065	7.131206	9.846100
g21629	-	1	+	1296441	1298102	0.264741	0.154861	0.213818
g21630	-	1	-	1326918	1338740	11.576823	6.771903	9.350008
g21631	-	1	-	1347875	1349544	2.988963	1.748404	2.414033
g21632	-	1	+	1349810	1357710	11.123468	6.506711	8.983856
g21633	-	1	-	1361058	1381745	5.416345	3.168310	4.374505
g21634	-	1	+	1385571	1392430	21.685991	12.685296	17.514668
g21635	-	1	-	1396451	1417415	342.199921	200.171036	276.377411
g21636	-	1	+	1417568	1425363	31.798264	18.600506	25.681833
g21637	-	1	-	1427003	1427857	11.676024	6.829931	9.430128
g21638	-	1	-	1431855	1441370	2.939716	1.719597	2.374258
g21640	-	1	-	1455017	1461600	53.780781	31.459253	43.435986
g21641	-	1	+	1461790	1482365	28.539406	16.694225	23.049820
g21642	-	1	-	1485768	1490221	45.544235	26.641258	36.783752
g21643	-	1	+	1498213	1500580	75.222824	44.001854	60.753632
g21644	-	1	-	1501925	1515543	16.803835	9.829462	13.571598
g21645	-	1	+	1515644	1593061	24.852116	14.537332	20.071783
g21648	-	1	-	1600981	1603957	110.780464	64.801422	89.471718
g21649	-	1	+	1604161	1611958	491.686615	287.613800	397.110138
g21650	-	1	-	1624523	1637721	79.145729	46.296570	63.921959
g21651	-	1	-	1639760	1648770	15.374757	8.993518	12.417405
g21652	-	1	+	1664341	1667185	55.710480	32.588039	44.994507
g21653	-	1	+	1671954	1700430	16.144144	9.443573	13.038800
g21654	-	1	+	1701166	1707078	0.000000	0.000000	0.000000
g21655	-	1	-	1709460	1721830	7.699095	4.503612	6.218165
g21656	-	1	+	1721906	1725879	46.193371	27.020971	37.308025
g21657	-	1	-	1726722	1735015	147.863876	86.493492	119.422089
g21658	-	1	+	1737732	1742672	210.004761	122.843010	169.610123
g21659	-	1	-	1749946	1765665	18.209095	10.651474	14.706556
g21660	-	1	+	1765998	1773941	17.058861	9.978641	13.777569
g21661	-	1	-	1775583	1779292	880.959656	515.320435	711.506104
g21662	-	1	+	1779355	1781634	341.056549	199.502213	275.453949
g21663	-	1	+	1788594	1809349	8.873671	5.190684	7.166811
g21664	-	1	+	1817015	1818862	13.768265	8.053794	11.119924
g21665	-	1	+	1821776	1822537	15.998688	9.358488	12.921323
g21666	-	1	-	1823732	1824430	33.659515	19.689251	27.185070
g21667	-	1	+	1824608	1835679	84.878319	49.649868	68.551880
adi2mcaRNA15974_R0	-	1	-	1838697	1847254	38.392654	22.457918	31.007786
g21669	-	1	+	1847388	1850319	6.425197	3.758441	5.189303
g21670	-	1	-	1851564	1852055	0.455285	0.266321	0.367710
g21671	-	1	+	1856734	1862442	0.000000	0.000000	0.000000
g21672	-	1	+	1869053	1873028	18.880953	11.044478	15.249180
g21673	-	1	-	1874738	1876989	43.335896	25.349483	35.000187
g21674	-	1	+	1877095	1882171	17.704733	10.356445	14.299207
g21675	-	1	-	1883336	1889435	12.483819	7.302453	10.082542
adi2mcaRNA15965_R0	-	1	+	1892664	1901226	23.338451	13.651908	18.849276
g21677	-	1	-	1902335	1909826	36.275101	21.219248	29.297544
adi2mcaRNA15962_R0	-	1	+	1932948	1937713	15.576998	9.111819	12.580745
g21681	-	1	-	1938653	1940964	387.687622	226.779221	313.115479
g21682	-	1	-	1944937	1947079	1.180021	0.690257	0.953043
g21683	-	1	+	1953301	1968254	38.681587	22.626930	31.241142
g21684	-	1	+	1970772	1974318	8.140787	4.761982	6.574898
g21685	-	1	+	1984567	2003518	16.404924	9.596118	13.249418
g21686	-	1	+	2007243	2036975	46.793331	27.371922	37.792583
g21687	-	1	+	2041709	2042566	16.818182	9.837854	13.583186
g21689	-	1	-	2059983	2060780	10.697995	6.257830	8.640224
g21690	-	1	+	2064873	2065865	17.009558	9.949800	13.737751
g21691	-	1	-	2071531	2083593	34.785328	20.347799	28.094332
g21692	-	1	+	2084265	2098448	34.503918	20.183187	27.867050
g21693	-	1	+	2103413	2104172	174.893677	102.304665	141.252686
adi2mcaRNA15941_R0	-	1	+	2136468	2169370	14.286163	8.356741	11.538203
g21696	-	1	-	2175815	2178349	49.049309	28.691565	39.614620
g21697	-	1	-	2183490	2184443	45.441299	26.581045	36.700615
g21698	-	1	-	2192681	2201442	3.046377	1.781989	2.460403
g21699	-	1	-	2206921	2207271	54.068375	31.627485	43.668262
g21700	-	1	-	2209757	2223543	70.985138	41.523003	57.331066
g21701	-	1	-	2230513	2232206	85.340996	49.920513	68.925560
g21702	-	1	+	2232380	2254937	29.257023	17.113998	23.629400
g21703	-	1	-	2256857	2267938	14.594378	8.537033	11.787133
g21704	-	1	+	2277230	2304315	7.047963	4.122731	5.692279
g21705	-	1	-	2311594	2345468	165.368530	96.732895	133.559708
g21706	-	1	+	2370843	2371787	22.482540	13.151240	18.157999
g21708	-	1	-	2398989	2401514	26.536764	15.522772	21.432388
g21709	-	1	+	2402222	2416695	6.213483	3.634598	5.018312
g21710	-	1	-	2423039	2426056	227.268463	132.941483	183.553116
g21711	-	1	+	2445106	2445447	0.000000	0.000000	0.000000
g21713	-	1	-	2457801	2480051	17.076250	9.988811	13.791615
g21714	-	1	+	2483360	2488971	31.772728	18.585567	25.661209
g21715	-	1	-	2492735	2501708	0.000000	0.000000	0.000000
g21716	-	1	-	2506259	2521776	30.845497	18.043180	24.912333
g21717	-	1	-	2531062	2533957	0.719963	0.421145	0.581477
g21721	-	1	+	2548946	2617412	1.505761	0.880800	1.216126
g21723	-	1	+	2619255	2625409	4.473856	2.616998	3.613305
adi2mcaRNA38266_R0	-	1	+	2645879	2655436	10.353401	6.056258	8.361913
g21726	-	1	-	2671627	2675807	0.000000	0.000000	0.000000
g21727	-	1	+	2680167	2723369	28.846851	16.874067	23.298128
g21730	-	1	-	2748256	2760020	24.670052	14.430833	19.924740
g21731	-	1	+	2762550	2764304	0.556808	0.325707	0.449705
g21732	-	1	-	2779907	2789826	108.383881	63.399529	87.536118
g21733	-	1	+	2802080	2810921	42.721725	24.990223	34.504154
g21737	-	1	-	2820556	2823439	0.875727	0.512260	0.707280
g21738	-	1	+	2842437	2846764	3.606965	2.109907	2.913161
g21739	-	1	+	2861041	2874369	2.727677	1.595564	2.203005
g21740	-	1	-	2881617	2888372	15.819641	9.253754	12.776715
adi2mcaRNA32123_R6	-	1	+	2896312	2897842	0.940088	0.549908	0.759261
g21742	-	1	-	2898393	2899355	6.512288	3.809386	5.259642
g21743	-	1	+	2902908	2918764	185.821396	108.696877	150.078445
g21744	-	1	-	2920847	2924472	12.433638	7.273099	10.042014
g21745	-	1	-	2937235	2955005	52.073261	30.460436	42.056911
g21746	-	1	+	2960805	2961755	3.654321	2.137608	2.951408
g21747	-	1	+	2961767	2979106	5.166667	3.022260	4.172853
adi2mcaRNA331_R0	-	1	-	2991798	3049901	72.481453	42.398281	58.539566
g21750	-	1	-	3062915	3067597	30.670195	17.940638	24.770748
g21751	-	1	+	3068049	3089658	21.429153	12.535058	17.307232
g21752	-	1	-	3091241	3097303	102.176834	59.768696	82.523003
g21753	-	1	+	3098199	3120601	24.279993	14.202666	19.609711
g21754	-	1	+	3125992	3152597	31.024412	18.147839	25.056831
g21755	-	1	+	3165614	3172746	3.635381	2.126529	2.936111
g21756	-	1	+	3176728	3177291	1.542553	0.902322	1.245841
g21761	-	1	+	3194175	3199090	9.722009	5.686923	7.851970
g21762	-	1	+	3202783	3208946	2.875000	1.681741	2.321990
g21763	-	1	-	3217532	3220768	2.331427	1.363776	1.882974
g21771	-	2	-	41787	42149	0.421488	0.246551	0.340414
g21775	-	2	+	52673	65252	0.000000	0.000000	0.000000
g21777	-	2	+	69651	77802	0.176421	0.103198	0.142486
adi2mcaRNA41058_R4	-	2	+	108951	109364	0.041868	0.024491	0.033815
g21799	-	2	-	208892	211608	0.000000	0.000000	0.000000
adi2mcaRNA3946_R2	-	2	+	313884	315077	0.073283	0.042867	0.059187
adi2mcaRNA5182_R2	-	2	-	316126	317115	0.773569	0.452502	0.624772
g21826	-	2	+	332212	334114	0.192172	0.112412	0.155207
g21833	-	2	+	346565	346921	0.000000	0.000000	0.000000
g21834	-	2	+	350357	355127	0.000000	0.000000	0.000000
g21835	-	2	+	356295	360376	0.000000	0.000000	0.000000
g21836	-	2	+	360396	360878	0.000000	0.000000	0.000000
g21837	-	2	+	365652	368636	0.000000	0.000000	0.000000
g21838	-	2	-	372024	376954	0.336735	0.196974	0.271964
g21840	-	2	-	380191	380571	0.000000	0.000000	0.000000
adi2mcaRNA32128_R8	-	2	+	381490	384988	0.058933	0.034473	0.047597
g21842	-	2	-	388933	389558	0.000000	0.000000	0.000000
g21843	-	2	+	391374	392051	0.000000	0.000000	0.000000
g21844	-	2	-	396554	397069	0.000000	0.000000	0.000000
g21845	-	2	+	397463	397858	0.000000	0.000000	0.000000
g21846	-	2	+	398983	399711	0.000000	0.000000	0.000000
adi2mcaRNA24868_R1	-	2	+	404925	408268	0.000000	0.000000	0.000000
g21848	-	2	+	408339	409391	0.000000	0.000000	0.000000
g21852	-	2	+	420558	424547	0.000000	0.000000	0.000000
g21854	-	2	+	430976	431861	0.000000	0.000000	0.000000
g21856	-	2	-	443526	445142	1.117857	0.653894	0.902836
g21857	-	2	+	447636	447986	0.000000	0.000000	0.000000
g21858	-	2	+	452394	453655	0.000000	0.000000	0.000000
adi2mcaRNA19209_R9	-	2	+	453748	456189	0.000000	0.000000	0.000000
g21861	-	2	+	469017	470286	0.000000	0.000000	0.000000
g21862	-	2	+	470355	471086	0.000000	0.000000	0.000000
g21863	-	2	+	471170	471460	0.000000	0.000000	0.000000
g21864	-	2	-	472376	478155	1.984973	1.161117	1.603161
g21865	-	2	+	481474	481974	0.000000	0.000000	0.000000
g21866	-	2	+	482023	482460	0.000000	0.000000	0.000000
g21867	-	2	+	485734	488498	0.219142	0.128188	0.176990
g21868	-	2	+	488675	489445	0.447995	0.262056	0.361823
adi2mcaRNA27525_R0	-	2	+	490606	492350	0.000000	0.000000	0.000000
g21870	-	2	+	494105	495943	0.000000	0.000000	0.000000
adi2mcaRNA26527_R5	-	2	+	500287	503943	0.000000	0.000000	0.000000
g21873	-	2	+	512744	513142	0.000000	0.000000	0.000000
g21874	-	2	+	517191	517613	0.000000	0.000000	0.000000
g21875	-	2	+	519146	520009	0.000000	0.000000	0.000000
g21878	-	2	+	553648	598651	55.132389	32.249882	44.527611
g21879	-	2	-	607474	624823	35.707890	20.887453	28.839436
g21880	-	2	+	625616	647606	4.045564	2.366467	3.267395
g21881	-	2	+	685854	686894	1.212296	0.709137	0.979110
g21883	-	2	+	707569	709703	45.689190	26.726049	36.900822
g21884	-	2	+	710149	722230	91.313835	53.414345	73.749512
g21885	-	2	+	728410	732054	433.769379	253.734909	350.333344
g21886	-	2	-	736763	739427	3.406155	1.992442	2.750977
g21887	-	2	-	744846	745238	0.000000	0.000000	0.000000
g21888	-	2	-	748514	750619	0.000000	0.000000	0.000000
g21889	-	2	+	752337	753564	0.000000	0.000000	0.000000
adi2mcaRNA37122_R4	-	2	+	764157	765308	0.221114	0.129341	0.178582
g21892	-	2	-	765502	766458	0.337863	0.197634	0.272875
g21893	-	2	+	769271	777949	6.858333	4.011806	5.539125
g21894	-	2	+	781138	820334	90.853455	53.145046	73.377693
g21898	-	2	+	884061	886955	0.120947	0.070748	0.097683
g21900	-	2	-	953681	957634	2.007036	1.174023	1.620980
g21901	-	2	-	961956	987338	22.857143	13.370366	18.460546
g21902	-	2	-	990398	1006841	0.000000	0.000000	0.000000
g21903	-	2	+	1009003	1029567	36.849552	21.555275	29.761499
g21904	-	2	-	1041522	1062656	31.629078	18.501539	25.545189
g21905	-	2	+	1067970	1068872	1.069767	0.625764	0.863996
g21906	-	2	-	1071974	1129475	28.496204	16.668953	23.014927
g21907	-	2	-	1145506	1156476	37.592140	21.989655	30.361250
g21908	-	2	+	1156860	1160519	14.164062	8.285316	11.439589
g21909	-	2	+	1177892	1219935	26.685024	15.609498	21.552130
g21910	-	2	-	1234675	1235748	67.441338	39.450043	54.468918
g21911	-	2	-	1246929	1247648	0.769165	0.449926	0.621215
g21913	-	2	-	1290848	1291675	0.155797	0.091134	0.125829
g21914	-	2	-	1297861	1299294	0.389822	0.228028	0.314839
g21915	-	2	+	1299552	1300028	0.809649	0.473607	0.653912
g21916	-	2	-	1304194	1322331	0.174741	0.102215	0.141129
adi2mcaRNA30308_R0	-	2	-	1365735	1370798	0.376978	0.220515	0.304466
g21921	-	2	-	1420387	1425461	0.071593	0.041879	0.057822
g21922	-	2	-	1438738	1439664	0.935490	0.547218	0.755547
adi2mcaRNA31266_R0	-	2	+	1456498	1458105	2.444684	1.430026	1.974446
g21926	-	2	+	1479550	1483095	0.169911	0.099390	0.137228
g21927	-	2	+	1483176	1483742	0.618166	0.361598	0.499261
