Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21534	-	1	+	37447	52266	0.000000	0.000000	0.000000
g21535	-	1	-	58322	62557	109.097168	75.948685	113.825508
g21536	-	1	+	64466	84798	145.904694	101.572479	152.228287
g21537	-	1	+	88347	97184	12.106399	8.427946	12.631098
g21538	-	1	-	100215	109729	24.479549	17.041594	25.540508
g21539	-	1	+	109867	128510	54.927711	38.238274	57.308315
g21540	-	1	-	132854	139285	40.916668	28.484398	42.690022
g21543	-	1	+	156444	157268	0.078182	0.054427	0.081570
adi2mcaRNA35138_R7	-	1	-	305973	306875	0.000000	0.000000	0.000000
g21554	-	1	-	323002	331686	2.269841	1.580164	2.368217
g21555	-	1	-	332282	348965	7.997222	5.567317	8.343826
g21556	-	1	+	349160	352265	31.722221	22.083626	33.097084
g21557	-	1	+	353765	356968	25.959877	18.072132	27.084995
g21558	-	1	-	361628	375371	4.897375	3.409339	5.109630
g21559	-	1	+	396421	397020	2.283333	1.589557	2.382294
adi2mcaRNA12716_R2	-	1	-	479697	491534	1.404447	0.977715	1.465317
g21573	-	1	-	524298	537113	1.412353	0.983218	1.473565
g21581	-	1	+	607804	608337	4.189138	2.916295	4.370698
g21588	-	1	-	666567	668312	0.088202	0.061402	0.092025
g21590	-	1	-	702479	702886	0.147059	0.102376	0.153433
g21592	-	1	-	707506	709230	0.187826	0.130756	0.195966
g21595	-	1	-	743708	771725	16.621082	11.570872	17.341450
g21596	-	1	-	778826	781380	0.096056	0.066870	0.100219
g21603	-	1	+	875739	924977	8.471755	5.897666	8.838926
adi2mcaRNA24085_R9	-	1	+	928080	933095	0.092345	0.064287	0.096347
g21605	-	1	+	934505	935482	0.517437	0.360217	0.539863
g21606	-	1	-	935674	936417	4.375122	3.045769	4.564743
g21609	-	1	-	952903	989352	5.263479	3.664205	5.491601
adi2mcaRNA13602_R4	-	1	-	1019983	1023744	0.600049	0.417728	0.626055
g21614	-	1	+	1045444	1046427	0.098577	0.068625	0.102849
g21615	-	1	+	1064077	1065057	0.410805	0.285984	0.428610
g21620	-	1	+	1121855	1134134	0.224030	0.155960	0.233740
g21623	-	1	-	1169258	1175136	0.459259	0.319716	0.479164
g21628	-	1	-	1234405	1276748	4.867575	3.388593	5.078539
g21630	-	1	-	1326918	1338740	26.122396	18.185272	27.254557
g21631	-	1	-	1347875	1349544	9.257561	6.444710	9.658790
g21632	-	1	+	1349810	1357710	1.638487	1.140643	1.709500
g21633	-	1	-	1361058	1381745	16.641724	11.585241	17.362988
g21634	-	1	+	1385571	1392430	8.030596	5.590550	8.378647
g21635	-	1	-	1396451	1417415	104.267609	72.586563	108.786629
g21636	-	1	+	1417568	1425363	28.391872	19.765182	29.622393
