Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21533	-	1	-	22321	27293	0.128650	0.061865	0.081696
g21534	-	1	+	37447	52266	0.331894	0.159600	0.210761
g21535	-	1	-	58322	62557	33.891361	16.297531	21.521856
g21536	-	1	+	64466	84798	87.650398	42.148945	55.660183
g21537	-	1	+	88347	97184	49.184895	23.651819	31.233633
g21538	-	1	-	100215	109729	82.462166	39.654049	52.365528
g21539	-	1	+	109867	128510	41.050365	19.740122	26.068003
g21540	-	1	-	132854	139285	23.075893	11.096636	14.653767
adi2mcaRNA35138_R7	-	1	-	305973	306875	0.152603	0.073383	0.096907
g21554	-	1	-	323002	331686	364.429321	175.245193	231.421677
g21555	-	1	-	332282	348965	55.821762	26.843327	35.448208
g21556	-	1	+	349160	352265	79.573517	38.264969	50.531166
g21557	-	1	+	353765	356968	93.646606	45.032375	59.467926
g21558	-	1	-	361628	375371	0.000000	0.000000	0.000000
g21559	-	1	+	396421	397020	2.324722	1.117902	1.476256
g21564	-	1	+	435136	440238	0.135297	0.065061	0.085917
g21565	-	1	-	440659	443082	0.000000	0.000000	0.000000
g21581	-	1	+	607804	608337	5.970037	2.870845	3.791122
g21583	-	1	+	622962	633865	36.711658	17.653742	23.312817
g21590	-	1	-	702479	702886	0.216667	0.104190	0.137589
g21591	-	1	-	702941	704323	0.000000	0.000000	0.000000
g21592	-	1	-	707506	709230	0.351304	0.168934	0.223087
g21595	-	1	-	743708	771725	29.773300	14.317255	18.906786
g21596	-	1	-	778826	781380	0.730916	0.351480	0.464150
g21601	-	1	-	820948	851855	0.006786	0.003263	0.004309
g21603	-	1	+	875739	924977	28.080854	13.503400	17.832041
adi2mcaRNA24085_R9	-	1	+	928080	933095	0.290591	0.139738	0.184533
g21605	-	1	+	934505	935482	1.108901	0.533243	0.704180
g21606	-	1	-	935674	936417	10.786519	5.186975	6.849708
g21607	-	1	-	938963	941032	2.072464	0.996598	1.316066
g21608	-	1	+	945184	946113	18.547312	8.918951	11.778005
g21609	-	1	-	952903	989352	12.941304	6.223158	8.218050
adi2mcaRNA13602_R4	-	1	-	1019983	1023744	0.400096	0.192396	0.254071
g21614	-	1	+	1045444	1046427	0.122967	0.059132	0.078087
adi2mcaRNA37268_R9	-	1	-	1093244	1096926	0.038546	0.018536	0.024478
g21620	-	1	+	1121855	1134134	0.380274	0.182865	0.241483
g21621	-	1	+	1141502	1142461	0.281250	0.135246	0.178601
g21628	-	1	-	1234405	1276748	5.620899	2.702954	3.569411
g21630	-	1	-	1326918	1338740	37.349697	17.960560	23.717985
g21631	-	1	-	1347875	1349544	4.812497	2.314213	3.056055
g21632	-	1	+	1349810	1357710	5.183440	2.492590	3.291613
g21633	-	1	-	1361058	1381745	19.340519	9.300385	12.281710
g21634	-	1	+	1385571	1392430	45.307568	21.787308	28.771433
g21635	-	1	-	1396451	1417415	340.844666	163.903915	216.444839
g21636	-	1	+	1417568	1425363	24.258953	11.665541	15.405039
g21637	-	1	-	1427003	1427857	13.653801	6.565781	8.670504
g21638	-	1	-	1431855	1441370	2.022163	0.972409	1.284124
g21640	-	1	-	1455017	1461600	37.611111	18.086267	23.883991
g21641	-	1	+	1461790	1482365	23.065245	11.091516	14.647003
g21642	-	1	-	1485768	1490221	40.775772	19.608076	25.893629
g21643	-	1	+	1498213	1500580	116.867653	56.198811	74.213867
g21644	-	1	-	1501925	1515543	25.637333	12.328369	16.280344
g21645	-	1	+	1515644	1593061	43.620647	20.976109	27.700197
g21648	-	1	-	1600981	1603957	110.083305	52.936382	69.905640
g21649	-	1	+	1604161	1611958	939.302002	451.687469	596.480164
g21650	-	1	-	1624523	1637721	75.687096	36.396080	48.063187
g21651	-	1	-	1639760	1648770	9.296440	4.470432	5.903471
g21652	-	1	+	1664341	1667185	54.762028	26.333727	34.775249
g21653	-	1	+	1671954	1700430	37.930508	18.239859	24.086817
g21654	-	1	+	1701166	1707078	0.000000	0.000000	0.000000
g21655	-	1	-	1709460	1721830	4.073906	1.959042	2.587032
g21656	-	1	+	1721906	1725879	96.390762	46.351971	61.210529
g21657	-	1	-	1726722	1735015	211.564499	101.736214	134.348724
g21658	-	1	+	1737732	1742672	201.887711	97.082886	128.203720
g21659	-	1	-	1749946	1765665	8.398854	4.038805	5.333481
g21660	-	1	+	1765998	1773941	19.163568	9.215294	12.169342
g21661	-	1	-	1775583	1779292	855.881714	411.572693	543.506165
g21662	-	1	+	1779355	1781634	629.287598	302.609100	399.613281
g21663	-	1	+	1788594	1809349	6.044371	2.906591	3.838326
g21664	-	1	+	1817015	1818862	10.747717	5.168315	6.825068
g21665	-	1	+	1821776	1822537	43.975067	21.146540	27.925262
g21666	-	1	-	1823732	1824430	59.117310	28.428076	37.540962
g21667	-	1	+	1824608	1835679	65.593605	31.542370	41.653568
adi2mcaRNA15974_R0	-	1	-	1838697	1847254	42.351223	20.365673	26.894081
g21669	-	1	+	1847388	1850319	8.007874	3.850791	5.085199
g21670	-	1	-	1851564	1852055	4.510163	2.168828	2.864066
g21671	-	1	+	1856734	1862442	3.753769	1.805096	2.383737
g21672	-	1	+	1869053	1873028	13.297619	6.394501	8.444319
g21673	-	1	-	1874738	1876989	92.148720	44.312077	58.516727
g21674	-	1	+	1877095	1882171	11.364198	5.464766	7.216548
g21675	-	1	-	1883336	1889435	32.080906	15.426928	20.372173
adi2mcaRNA15965_R0	-	1	+	1892664	1901226	16.223078	7.801283	10.302058
g21677	-	1	-	1902335	1909826	37.248596	17.911943	23.653786
adi2mcaRNA15962_R0	-	1	+	1932948	1937713	11.626706	5.591000	7.383247
g21681	-	1	-	1938653	1940964	848.334412	407.943390	538.713440
g21683	-	1	+	1953301	1968254	36.175205	17.395775	22.972155
g21684	-	1	+	1970772	1974318	7.053830	3.392015	4.479358
g21685	-	1	+	1984567	2003518	34.080257	16.388367	21.641809
g21686	-	1	+	2007243	2036975	59.831093	28.771317	37.994232
g21687	-	1	+	2041709	2042566	12.819347	6.164512	8.140604
g21688	-	1	+	2049578	2050600	0.211144	0.101534	0.134082
g21689	-	1	-	2059983	2060780	6.781955	3.261277	4.306710
g21690	-	1	+	2064873	2065865	6.696535	3.220201	4.252466
g21691	-	1	-	2071531	2083593	59.602806	28.661539	37.849266
g21692	-	1	+	2084265	2098448	26.428528	12.708837	16.782772
g21693	-	1	+	2103413	2104172	90.647987	43.590412	57.563725
adi2mcaRNA15941_R0	-	1	+	2136468	2169370	4.242662	2.040193	2.694196
g21696	-	1	-	2175815	2178349	214.409073	103.104103	136.155090
g21697	-	1	-	2183490	2184443	0.566038	0.272194	0.359448
g21698	-	1	-	2192681	2201442	74.731888	35.936749	47.456608
g21699	-	1	-	2206921	2207271	32.794872	15.770256	20.825560
g21700	-	1	-	2209757	2223543	112.594055	54.143742	71.500023
g21701	-	1	-	2230513	2232206	113.026825	54.351849	71.774841
g21702	-	1	+	2232380	2254937	30.917803	14.867619	19.633574
g21703	-	1	-	2256857	2267938	12.357430	5.942388	7.847275
g21704	-	1	+	2277230	2304315	2.859791	1.375204	1.816038
g21705	-	1	-	2311594	2345468	129.003738	62.034760	81.920578
g21706	-	1	+	2370843	2371787	33.251850	15.990005	21.115751
