Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21533	-	1	-	22321	27293	0.046839	0.027311	0.040758
g21534	-	1	+	37447	52266	0.000000	0.000000	0.000000
g21535	-	1	-	58322	62557	70.423752	41.063030	61.280579
g21536	-	1	+	64466	84798	89.182709	52.001095	77.604050
g21537	-	1	+	88347	97184	59.190163	34.512894	51.505455
g21538	-	1	-	100215	109729	58.186092	33.927437	50.631744
g21539	-	1	+	109867	128510	66.287758	38.651394	57.681564
g21540	-	1	-	132854	139285	46.693451	27.226248	40.631203
g21543	-	1	+	156444	157268	0.058182	0.033925	0.050628
g21554	-	1	-	323002	331686	82.095238	47.868496	71.436745
g21555	-	1	-	332282	348965	38.631943	22.525705	33.616325
g21556	-	1	+	349160	352265	29.466862	17.181684	25.641155
g21557	-	1	+	353765	356968	30.405865	17.729202	26.458246
g21558	-	1	-	361628	375371	0.183771	0.107154	0.159912
g21559	-	1	+	396421	397020	1.908052	1.112556	1.660328
g21562	-	1	+	420478	420918	0.097959	0.057118	0.085241
g21564	-	1	+	435136	440238	0.000000	0.000000	0.000000
g21565	-	1	-	440659	443082	1.315992	0.767335	1.145136
g21566	-	1	-	443144	443635	0.447154	0.260729	0.389100
adi2mcaRNA12716_R2	-	1	-	479697	491534	0.412660	0.240616	0.359084
g21573	-	1	-	524298	537113	0.173333	0.101068	0.150829
g21581	-	1	+	607804	608337	1.355805	0.790550	1.179780
g21588	-	1	-	666567	668312	0.082474	0.048089	0.071766
g21590	-	1	-	702479	702886	1.832846	1.068705	1.594886
g21591	-	1	-	702941	704323	0.000000	0.000000	0.000000
g21595	-	1	-	743708	771725	29.674807	17.302935	25.822102
g21596	-	1	-	778826	781380	1.291349	0.752966	1.123692
g21601	-	1	-	820948	851855	0.000000	0.000000	0.000000
g21603	-	1	+	875739	924977	7.686934	4.482136	6.688933
adi2mcaRNA24085_R9	-	1	+	928080	933095	0.115610	0.067410	0.100600
