"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0007186",7.72535039147708e-29,1,712,1128,"G protein-coupled receptor signaling pathway","BP"
"GO:0055085",1.15648848817427e-16,1,353,580,"transmembrane transport","BP"
"GO:0015074",8.45471482538225e-08,1,306,528,"DNA integration","BP"
"GO:0006813",8.31530139360064e-07,0.999999760172181,55,75,"potassium ion transport","BP"
"GO:0006412",2.44785371514328e-06,0.999998960346675,89,135,"translation","BP"
"GO:0006811",6.28234784574227e-06,0.999997367045134,76,119,"ion transport","BP"
"GO:0034220",0.000129566529008764,0.999941543841418,64,103,"ion transmembrane transport","BP"
"GO:0055114",0.000224911235690578,0.999828269466037,416,819,"oxidation-reduction process","BP"
"GO:0051260",0.000771329878367208,0.999667456636567,48,74,"protein homooligomerization","BP"
"GO:0046373",0.00115712057606427,1,8,8,"L-arabinose metabolic process","BP"
"GO:0006979",0.00174972074580658,0.999559853478049,20,27,"response to oxidative stress","BP"
"GO:0006334",0.00203290383570502,0.999309555458292,29,41,"nucleosome assembly","BP"
"GO:0071805",0.00393503072041736,0.998844431116053,21,29,"potassium ion transmembrane transport","BP"
"GO:0006259",0.00579981806280188,1,7,7,"DNA metabolic process","BP"
"GO:0006164",0.00605867483277072,1,6,6,"purine nucleotide biosynthetic process","BP"
"GO:0006814",0.00616323689641961,0.997953317267616,21,31,"sodium ion transport","BP"
"GO:0007166",0.010597090342239,0.993582843588166,65,119,"cell surface receptor signaling pathway","BP"
"GO:0006857",0.0111168619121092,0.998436385065931,9,11,"oligopeptide transport","BP"
"GO:0006478",0.0211969841060237,0.996569961998202,9,11,"peptidyl-tyrosine sulfation","BP"
"GO:0051603",0.0273004109521322,0.995517705206641,8,10,"proteolysis involved in cellular protein catabolic process","BP"
"GO:0050482",0.034951633783769,0.993897713869273,8,10,"arachidonic acid secretion","BP"
"GO:0034765",0.0401535449159158,0.993098897239946,7,9,"regulation of ion transmembrane transport","BP"
"GO:0016021",5.7218356856867e-18,1,1327,2456,"integral component of membrane","CC"
"GO:0008076",3.52035915840221e-07,0.999999945157881,36,43,"voltage-gated potassium channel complex","CC"
"GO:0005576",4.16879522770722e-05,0.999978513897967,101,167,"extracellular region","CC"
"GO:0005840",7.12864829528541e-05,0.999968074852278,71,110,"ribosome","CC"
"GO:0016020",0.000127441316035625,0.999901583572868,493,977,"membrane","CC"
"GO:0000786",0.000688803766754074,0.999774537483406,33,46,"nucleosome","CC"
